experiment,variant,sigma,sample_idx,phi,psi
original,baseline,0.1,174,-69.927505,-9.002645
original,baseline,0.1,175,-76.54763,-1.23179
original,baseline,0.1,176,-79.8179,4.785023
original,baseline,0.1,177,-75.198135,-6.5582395
original,baseline,0.1,178,-77.37531,0.85102427
original,baseline,0.1,179,-80.56771,12.451601
original,baseline,0.1,180,-71.12024,-15.433112
original,baseline,0.1,181,-79.75339,6.860734
original,baseline,0.1,182,-67.74237,-20.213886
original,baseline,0.1,183,-72.88979,1.3591273
original,baseline,0.1,184,-80.898346,20.083746
original,baseline,0.1,185,-71.08994,-7.345613
original,baseline,0.1,186,-70.9136,-7.9650955
original,baseline,0.1,187,-83.24067,20.91002
original,baseline,0.1,188,-75.321,-1.1147193
original,baseline,0.1,189,-71.33132,-8.862074
original,baseline,0.1,190,-68.73118,-7.6344366
original,baseline,0.1,191,-82.81552,36.419125
original,baseline,0.1,192,-68.4366,-18.776888
original,baseline,0.1,193,-78.120995,-0.13100265
original,baseline,0.1,194,-77.296974,-4.0816593
original,baseline,0.1,195,-81.92266,28.012302
original,baseline,0.1,196,-76.81846,0.33069372
original,baseline,0.1,197,-86.42836,19.174433
original,baseline,0.1,198,-74.49794,-13.333457
original,baseline,0.1,199,-74.70425,-8.138938
original,baseline,0.2,0,-72.31208,-11.18434
original,baseline,0.2,1,-76.05982,-19.360138
original,baseline,0.2,2,-78.950935,-5.995413
original,baseline,0.2,3,-96.98728,40.196095
original,baseline,0.2,4,-66.70543,0.6543269
original,baseline,0.2,5,-70.26531,-5.2772045
original,baseline,0.2,6,-63.67228,-34.118896
original,baseline,0.2,7,-78.78205,-6.5673356
original,baseline,0.2,8,-76.78284,11.655108
original,baseline,0.2,9,-71.4127,-5.7118697
original,baseline,0.2,10,-76.263336,-3.3511417
original,baseline,0.2,11,-81.44664,72.221275
original,baseline,0.2,12,-85.65656,54.6203
original,baseline,0.2,13,-66.4795,-25.642735
original,baseline,0.2,14,-70.98885,-17.588118
original,baseline,0.2,15,-64.94885,-32.26402
original,baseline,0.2,16,-64.95616,-29.678045
original,baseline,0.2,17,-83.6458,24.306194
original,baseline,0.2,18,-68.24932,-19.45907
original,baseline,0.2,19,-59.767303,-14.518086
original,baseline,0.2,20,-67.20163,-21.887447
original,baseline,0.2,21,-66.637634,-18.680204
original,baseline,0.2,22,-61.871834,-32.519608
original,baseline,0.2,23,-76.56867,0.2518711
original,baseline,0.2,24,-67.17557,-22.838976
original,baseline,0.2,25,-77.31046,-0.9018219
original,baseline,0.2,26,-78.1814,32.48891
original,baseline,0.2,27,-80.03601,1.8440984
original,baseline,0.2,28,-76.284035,2.3124688
original,baseline,0.2,29,-85.98601,-0.86595565
original,baseline,0.2,30,-63.465202,-35.369396
original,baseline,0.2,31,-85.8444,29.52559
original,baseline,0.2,32,-64.302055,-33.773533
original,baseline,0.2,33,-75.24076,-1.595748
original,baseline,0.2,34,-77.273865,1.1380514
original,baseline,0.2,35,-68.67028,-17.662607
original,baseline,0.2,36,-83.29146,-7.786846
original,baseline,0.2,37,-84.39553,41.312595
original,baseline,0.2,38,-59.518097,11.828416
original,baseline,0.2,39,-85.33156,9.8159895
original,baseline,0.2,40,-58.610584,-31.0983
original,baseline,0.2,41,-63.0031,-32.907936
original,baseline,0.2,42,-81.737625,6.9779816
original,baseline,0.2,43,-69.27782,-20.232582
original,baseline,0.2,44,-78.25502,34.715942
original,baseline,0.2,45,-89.783195,8.954468
original,baseline,0.2,46,-68.421684,-10.487177
original,baseline,0.2,47,-96.86413,104.69061
original,baseline,0.2,48,-79.517075,9.387802
original,baseline,0.2,49,-79.27577,25.361872
original,baseline,0.2,50,-66.18932,-27.43521
original,baseline,0.2,51,-86.39288,67.19161
original,baseline,0.2,52,-71.71877,-6.486436
original,baseline,0.2,53,-71.660904,-15.04426
original,baseline,0.2,54,-68.42441,-17.328375
original,baseline,0.2,55,-82.46295,44.50771
original,baseline,0.2,56,-65.38871,-22.463049
original,baseline,0.2,57,-79.59931,-1.4819772
original,baseline,0.2,58,-78.055466,-11.896251
original,baseline,0.2,59,-74.73734,43.248158
original,baseline,0.2,60,-68.03197,-20.084682
original,baseline,0.2,61,-65.56341,-26.530437
original,baseline,0.2,62,-70.386826,-25.661314
original,baseline,0.2,63,-41.25069,28.254442
original,baseline,0.2,64,-78.1232,0.3835271
original,baseline,0.2,65,-85.13446,11.842126
original,baseline,0.2,66,-68.710556,-17.384987
original,baseline,0.2,67,-71.31695,-12.430236
original,baseline,0.2,68,-64.5317,-32.503807
original,baseline,0.2,69,-64.903595,-29.524485
original,baseline,0.2,70,-73.043686,-14.257214
original,baseline,0.2,71,-68.0643,-13.860319
original,baseline,0.2,72,-65.75494,7.313281
original,baseline,0.2,73,-79.815186,32.455887
original,baseline,0.2,74,-64.54505,-24.540844
original,baseline,0.2,75,-73.14778,-7.631139
original,baseline,0.2,76,-72.68168,-8.106106
original,baseline,0.2,77,-71.070435,-2.1385858
original,baseline,0.2,78,-67.19232,18.45462
original,baseline,0.2,79,-87.39029,10.208385
original,baseline,0.2,80,-68.158485,-18.376865
original,baseline,0.2,81,-66.0741,-0.77142835
original,baseline,0.2,82,-83.81153,-2.3572621
original,baseline,0.2,83,-58.432476,-11.235879
original,baseline,0.2,84,-68.09062,-5.853679
original,baseline,0.2,85,-91.11431,74.34696
original,baseline,0.2,86,-81.84762,5.144659
original,baseline,0.2,87,-63.997086,-33.307465
original,baseline,0.2,88,-68.34097,-19.329752
original,baseline,0.2,89,-81.101326,19.808973
original,baseline,0.2,90,-81.979256,-8.289277
original,baseline,0.2,91,-73.95343,-0.7985207
original,baseline,0.2,92,-85.23025,60.622322
original,baseline,0.2,93,-87.197815,12.301416
original,baseline,0.2,94,-82.975655,17.332426
original,baseline,0.2,95,-72.177864,-11.964051
original,baseline,0.2,96,-86.168396,10.267303
original,baseline,0.2,97,-64.49722,-26.33852
original,baseline,0.2,98,-85.45489,-3.4625661
original,baseline,0.2,99,-63.519535,-17.19562
original,baseline,0.2,100,-65.242615,86.870415
original,baseline,0.2,101,-75.91281,-1.4249686
original,baseline,0.2,102,-71.26341,-3.254899
original,baseline,0.2,103,-75.17852,24.038727
original,baseline,0.2,104,-88.291,42.714314
original,baseline,0.2,105,-72.44305,-11.0268755
original,baseline,0.2,106,-67.522385,51.194084
original,baseline,0.2,107,-66.832954,-22.489649
original,baseline,0.2,108,-98.44788,107.09899
original,baseline,0.2,109,-64.20647,-32.514797
original,baseline,0.2,110,-63.84834,-32.718227
original,baseline,0.2,111,-74.2672,-3.858098
original,baseline,0.2,112,-92.05907,22.181555
original,baseline,0.2,113,-72.392715,12.739017
original,baseline,0.2,114,-65.66313,-27.615282
original,baseline,0.2,115,-77.06864,12.125779
original,baseline,0.2,116,-90.33842,14.187469
original,baseline,0.2,117,-79.56097,12.084434
original,baseline,0.2,118,-64.35864,-27.818365
original,baseline,0.2,119,-60.209473,-29.26337
original,baseline,0.2,120,-71.57604,-17.93656
original,baseline,0.2,121,-81.759766,-4.2485495
original,baseline,0.2,122,-88.50178,40.437725
original,baseline,0.2,123,-70.444496,-7.110267
original,baseline,0.2,124,-79.49939,17.696936
original,baseline,0.2,125,-72.71625,14.035862
original,baseline,0.2,126,-76.81963,-11.640135
original,baseline,0.2,127,-68.47278,-4.5089717
original,baseline,0.2,128,-67.05235,-17.971779
original,baseline,0.2,129,-73.51936,-7.7154565
original,baseline,0.2,130,-77.28414,-13.910468
original,baseline,0.2,131,-74.431496,2.512805
original,baseline,0.2,132,-93.81181,66.586655
original,baseline,0.2,133,-75.00063,12.416384
original,baseline,0.2,134,-63.55529,-34.099724
original,baseline,0.2,135,-65.83856,-12.523598
original,baseline,0.2,136,-63.84197,-8.576093
original,baseline,0.2,137,-65.52042,-27.950539
original,baseline,0.2,138,-75.5928,0.54133934
original,baseline,0.2,139,-64.4629,-26.127848
original,baseline,0.2,140,-76.00416,3.1300333
original,baseline,0.2,141,-72.917305,-0.8928687
original,baseline,0.2,142,-87.22696,14.033558
original,baseline,0.2,143,-74.09606,-15.303481
original,baseline,0.2,144,-68.12455,-20.364405
original,baseline,0.2,145,-84.812096,6.569998
original,baseline,0.2,146,-64.39192,-31.023857
original,baseline,0.2,147,-85.40751,22.479492
original,baseline,0.2,148,-83.69834,0.30637416
original,baseline,0.2,149,-64.48457,-31.392565
original,baseline,0.2,150,-78.15113,0.86688876
original,baseline,0.2,151,-61.97461,-13.124913
original,baseline,0.2,152,-93.577866,14.423413
original,baseline,0.2,153,-77.50319,-5.2437735
original,baseline,0.2,154,-82.261856,39.010544
original,baseline,0.2,155,-77.39319,-1.5186992
original,baseline,0.2,156,-74.404625,-19.867895
original,baseline,0.2,157,-78.64091,-10.348596
original,baseline,0.2,158,-64.819496,-30.87091
original,baseline,0.2,159,-74.84241,-13.216785
original,baseline,0.2,160,-83.20115,0.83721423
original,baseline,0.2,161,-65.76138,-26.887339
original,baseline,0.2,162,-68.209496,-16.071974
original,baseline,0.2,163,-84.42246,29.214151
original,baseline,0.2,164,-90.11325,13.399656
original,baseline,0.2,165,-67.34796,-25.63951
original,baseline,0.2,166,-65.12897,-23.394274
original,baseline,0.2,167,-81.24558,3.1908324
original,baseline,0.2,168,-83.28355,8.288467
original,baseline,0.2,169,-95.67154,53.770935
original,baseline,0.2,170,-61.73335,-39.465317
original,baseline,0.2,171,-73.160545,-4.6550846
original,baseline,0.2,172,-65.11416,-29.684515
original,baseline,0.2,173,-66.07502,-14.720576
original,baseline,0.2,174,-71.51443,-15.290743
original,baseline,0.2,175,-75.4213,-11.328866
original,baseline,0.2,176,-97.0955,41.27107
original,baseline,0.2,177,-67.88457,-15.867645
original,baseline,0.2,178,-74.07896,43.893383
original,baseline,0.2,179,-66.719604,-23.645578
original,baseline,0.2,180,-69.93308,36.421158
original,baseline,0.2,181,-76.055595,19.11624
original,baseline,0.2,182,-91.07513,56.453743
original,baseline,0.2,183,-78.26963,4.212186
original,baseline,0.2,184,-86.13292,54.696278
original,baseline,0.2,185,-67.559525,-16.928053
original,baseline,0.2,186,-76.08102,-13.87945
original,baseline,0.2,187,-68.847435,38.972725
original,baseline,0.2,188,-88.38204,1.1041727
original,baseline,0.2,189,-75.81269,-17.37126
original,baseline,0.2,190,-63.325943,-36.425602
original,baseline,0.2,191,-78.261765,66.98786
original,baseline,0.2,192,-63.648727,-32.631195
original,baseline,0.2,193,-67.2741,-22.340092
original,baseline,0.2,194,-74.28114,-13.596072
original,baseline,0.2,195,-71.089,-18.668928
original,baseline,0.2,196,-74.11251,-1.9184982
original,baseline,0.2,197,-73.57423,-12.140105
original,baseline,0.2,198,-70.47555,-5.994749
original,baseline,0.2,199,-69.4137,-4.6873055
original,baseline,0.5,0,-62.044647,-38.28213
original,baseline,0.5,1,28.19449,29.08488
original,baseline,0.5,2,-59.01131,-35.33237
original,baseline,0.5,3,-100.28812,110.945595
original,baseline,0.5,4,-109.98381,111.93807
original,baseline,0.5,5,-76.296135,118.94235
original,baseline,0.5,6,-59.847202,25.709513
original,baseline,0.5,7,-61.865543,-45.928246
original,baseline,0.5,8,-63.00353,-38.748833
original,baseline,0.5,9,-81.80998,-8.256974
original,baseline,0.5,10,-62.311295,-36.763706
original,baseline,0.5,11,-53.642593,-41.204933
original,baseline,0.5,12,-78.24495,19.999363
original,baseline,0.5,13,-62.213512,-38.594925
original,baseline,0.5,14,-60.08742,-42.68337
original,baseline,0.5,15,-114.32874,131.52939
original,baseline,0.5,16,-65.874214,133.19943
original,baseline,0.5,17,-95.57001,7.8894706
original,baseline,0.5,18,-85.151955,6.2237983
original,baseline,0.5,19,-67.121414,-23.464579
original,baseline,0.5,20,-69.80401,49.635784
original,baseline,0.5,21,-74.51401,40.074696
original,baseline,0.5,22,-51.685215,-44.14591
original,baseline,0.5,23,-66.54121,36.771996
original,baseline,0.5,24,-11.545232,84.317894
original,baseline,0.5,25,-98.8231,10.501646
original,baseline,0.5,26,-62.851215,-35.743355
original,baseline,0.5,27,-77.87653,57.011448
original,baseline,0.5,28,-114.52933,127.14206
original,baseline,0.5,29,-73.341286,-15.152065
original,baseline,0.5,30,-59.736076,-40.047512
original,baseline,0.5,31,-77.21332,-17.590986
original,baseline,0.5,32,-56.443314,-1.6453937
original,baseline,0.5,33,-62.734234,-35.574333
original,baseline,0.5,34,-56.90235,48.468815
original,baseline,0.5,35,-65.777176,-30.395052
original,baseline,0.5,36,-63.065914,-16.21101
original,baseline,0.5,37,-76.265396,-24.686592
original,baseline,0.5,38,-109.18686,116.81385
original,baseline,0.5,39,-59.273567,-42.235107
original,baseline,0.5,40,-58.421455,-30.843357
original,baseline,0.5,41,-44.712543,-5.0002418
original,baseline,0.5,42,-56.247322,-30.082823
original,baseline,0.5,43,-67.8004,-1.9540949
original,baseline,0.5,44,-109.64123,127.56221
original,baseline,0.5,45,-135.6606,54.767406
original,baseline,0.5,46,-59.942535,-5.3655534
original,baseline,0.5,47,-71.62878,-33.418255
original,baseline,0.5,48,-103.36029,105.81183
original,baseline,0.5,49,-19.144629,68.99387
original,baseline,0.5,50,-87.07901,49.42647
original,baseline,0.5,51,-90.80821,28.778074
original,baseline,0.5,52,-99.56179,51.808735
original,baseline,0.5,53,-63.79457,-34.422104
original,baseline,0.5,54,-132.43375,96.49288
original,baseline,0.5,55,-103.601494,137.365
original,baseline,0.5,56,-69.8531,-11.510946
original,baseline,0.5,57,-75.26233,-19.097248
original,baseline,0.5,58,-63.379684,-34.579136
original,baseline,0.5,59,-62.701214,-35.821312
original,baseline,0.5,60,-81.44575,89.91868
original,baseline,0.5,61,-59.43229,-30.29171
original,baseline,0.5,62,-69.648315,-3.7033205
original,baseline,0.5,63,-105.43594,124.41105
original,baseline,0.5,64,-8.019125,-24.230526
original,baseline,0.5,65,-70.5985,-21.352215
original,baseline,0.5,66,-91.38981,88.41158
original,baseline,0.5,67,-62.086285,-39.528366
original,baseline,0.5,68,-61.921635,-37.73781
original,baseline,0.5,69,48.26908,41.918568
original,baseline,0.5,70,-84.12318,-23.094227
original,baseline,0.5,71,-60.249233,-37.3931
original,baseline,0.5,72,-63.50468,-37.60115
original,baseline,0.5,73,-69.55798,59.288647
original,baseline,0.5,74,-64.69388,-30.340729
original,baseline,0.5,75,-75.01736,-20.539133
original,baseline,0.5,76,-99.92977,131.05649
original,baseline,0.5,77,-104.15154,117.47278
original,baseline,0.5,78,-102.04937,81.18024
original,baseline,0.5,79,-64.696045,-35.09582
original,baseline,0.5,80,-51.357834,-56.55036
original,baseline,0.5,81,-87.910095,70.477844
original,baseline,0.5,82,-66.88029,-23.629223
original,baseline,0.5,83,-63.64248,-34.76233
original,baseline,0.5,84,-67.59441,131.32964
original,baseline,0.5,85,-62.423244,-37.763157
original,baseline,0.5,86,-58.939728,47.106197
original,baseline,0.5,87,-62.611053,-35.91399
original,baseline,0.5,88,-106.30835,111.32267
original,baseline,0.5,89,-55.215843,-41.2924
original,baseline,0.5,90,-106.53676,136.99979
original,baseline,0.5,91,-60.114796,-32.82969
original,baseline,0.5,92,-95.945496,47.282948
original,baseline,0.5,93,-86.700134,78.79599
original,baseline,0.5,94,-62.415752,-31.15717
original,baseline,0.5,95,-62.605408,-38.453686
original,baseline,0.5,96,-90.01152,31.001911
original,baseline,0.5,97,-65.683655,132.30145
original,baseline,0.5,98,-61.474525,71.37476
original,baseline,0.5,99,-63.067062,-34.82781
original,baseline,0.5,100,-64.58086,-12.141312
original,baseline,0.5,101,-90.82319,27.762478
original,baseline,0.5,102,-66.12966,-31.248854
original,baseline,0.5,103,-65.33268,-29.756815
original,baseline,0.5,104,-79.352165,9.099518
original,baseline,0.5,105,-58.41868,-36.374115
original,baseline,0.5,106,-57.953423,27.467655
original,baseline,0.5,107,-91.40122,126.73039
original,baseline,0.5,108,-68.4569,-27.186148
original,baseline,0.5,109,-93.47406,105.52888
original,baseline,0.5,110,-68.83663,-21.014011
original,baseline,0.5,111,-63.23827,-30.676844
original,baseline,0.5,112,-63.788593,-35.814163
original,baseline,0.5,113,-108.2386,129.83533
original,baseline,0.5,114,-37.16522,36.212276
original,baseline,0.5,115,-72.21631,-14.011214
original,baseline,0.5,116,-54.036194,-37.593452
original,baseline,0.5,117,-82.237854,52.230736
original,baseline,0.5,118,-73.81614,0.4179558
original,baseline,0.5,119,-102.03419,113.042145
original,baseline,0.5,120,-112.8827,129.47223
original,baseline,0.5,121,-54.6435,-12.836039
original,baseline,0.5,122,-67.85391,-37.19314
original,baseline,0.5,123,-68.289696,-20.769327
original,baseline,0.5,124,-101.30077,122.82716
original,baseline,0.5,125,-111.88154,116.644554
original,baseline,0.5,126,-81.727715,-13.803782
original,baseline,0.5,127,-66.97317,132.03801
original,baseline,0.5,128,-56.597984,-46.29716
original,baseline,0.5,129,-91.1584,31.016674
original,baseline,0.5,130,-63.798622,-36.754276
original,baseline,0.5,131,-68.15848,124.0112
original,baseline,0.5,132,-56.835297,-39.02805
original,baseline,0.5,133,-105.98542,38.562782
original,baseline,0.5,134,-98.01263,54.859863
original,baseline,0.5,135,-117.90419,90.71707
original,baseline,0.5,136,-63.044373,-39.180367
original,baseline,0.5,137,-55.935234,-44.647747
original,baseline,0.5,138,-95.7759,6.345116
original,baseline,0.5,139,-64.52254,-34.92707
original,baseline,0.5,140,-67.85866,-20.569366
original,baseline,0.5,141,-64.420105,103.54625
original,baseline,0.5,142,-92.50711,122.92433
original,baseline,0.5,143,-102.69703,115.671234
original,baseline,0.5,144,-93.632675,18.013206
original,baseline,0.5,145,-54.867634,-39.876564
original,baseline,0.5,146,-70.72311,-37.47467
original,baseline,0.5,147,-126.28654,51.10929
original,baseline,0.5,148,-115.0936,70.132545
original,baseline,0.5,149,-118.51342,140.17769
original,baseline,0.5,150,-94.23978,7.1772437
original,baseline,0.5,151,-80.23987,-9.451209
original,baseline,0.5,152,-73.16971,-3.6306672
original,baseline,0.5,153,-110.33927,125.29712
original,baseline,0.5,154,-93.99523,129.71707
original,baseline,0.5,155,-125.44657,142.48964
original,baseline,0.5,156,-67.8219,45.077408
original,baseline,0.5,157,-64.757095,-29.49205
original,baseline,0.5,158,-65.10676,-36.08504
original,baseline,0.5,159,-80.70303,124.91664
original,baseline,0.5,160,-59.40188,-52.79984
original,baseline,0.5,161,-13.979006,58.92004
original,baseline,0.5,162,-95.95019,17.633968
original,baseline,0.5,163,-83.1944,63.577293
original,baseline,0.5,164,-58.64812,-31.896719
original,baseline,0.5,165,12.342105,79.05672
original,baseline,0.5,166,-86.45576,-8.668992
original,baseline,0.5,167,-75.26341,4.391825
original,baseline,0.5,168,-54.695908,-27.043177
original,baseline,0.5,169,-98.52145,28.899471
original,baseline,0.5,170,-60.72076,-20.939941
original,baseline,0.5,171,-119.850365,113.763954
original,baseline,0.5,172,17.312376,35.410088
original,baseline,0.5,173,-19.126661,-10.6666565
original,baseline,0.5,174,-63.211018,-30.51226
original,baseline,0.5,175,-121.31474,127.84485
original,baseline,0.5,176,-63.089577,-41.208565
original,baseline,0.5,177,-61.031662,-30.799599
original,baseline,0.5,178,-95.0369,111.05942
original,baseline,0.5,179,-60.947292,-39.31653
original,baseline,0.5,180,-125.58996,51.76077
original,baseline,0.5,181,-102.70401,13.869943
original,baseline,0.5,182,-111.55061,133.65546
original,baseline,0.5,183,-80.06985,-0.9634355
original,baseline,0.5,184,-115.92032,112.813095
original,baseline,0.5,185,-92.274124,89.19288
original,baseline,0.5,186,-53.435936,-1.1251856
original,baseline,0.5,187,-15.747076,3.1958094
original,baseline,0.5,188,-63.46138,105.5436
original,baseline,0.5,189,-64.32764,-33.83119
original,baseline,0.5,190,-63.061207,-37.42577
original,baseline,0.5,191,-63.070133,-28.921453
original,baseline,0.5,192,-93.22594,109.29838
original,baseline,0.5,193,-88.434715,7.251659
original,baseline,0.5,194,-96.36192,108.353874
original,baseline,0.5,195,-94.38309,60.62583
original,baseline,0.5,196,-104.30989,113.50295
original,baseline,0.5,197,-62.98343,-35.413815
original,baseline,0.5,198,-41.088226,19.613684
original,baseline,0.5,199,-35.36009,85.156235
original,baseline,1.0,0,-89.04958,55.70372
original,baseline,1.0,1,-121.93436,144.81648
original,baseline,1.0,2,-106.030266,160.15703
original,baseline,1.0,3,-102.84711,126.994896
original,baseline,1.0,4,-128.65942,30.808043
original,baseline,1.0,5,-127.423454,97.71993
original,baseline,1.0,6,-59.81634,-33.205215
original,baseline,1.0,7,-89.28438,-5.011244
original,baseline,1.0,8,-12.74343,76.40975
original,baseline,1.0,9,-104.52085,105.19929
original,baseline,1.0,10,-97.24698,143.62921
original,baseline,1.0,11,-50.840122,-55.436413
original,baseline,1.0,12,-93.08728,140.2024
original,baseline,1.0,13,-54.769623,-39.703403
original,baseline,1.0,14,-25.544224,-36.346943
original,baseline,1.0,15,-104.41665,166.42804
original,baseline,1.0,16,-119.44329,131.4641
original,baseline,1.0,17,-89.654274,-35.89119
original,baseline,1.0,18,-63.40271,-41.06885
original,baseline,1.0,19,-51.78003,-40.549435
original,baseline,1.0,20,-63.3567,-33.902206
original,baseline,1.0,21,-12.492524,-114.377594
original,baseline,1.0,22,-36.727272,-66.28357
original,baseline,1.0,23,-36.881687,-152.5614
original,baseline,1.0,24,-114.680786,0.44297686
original,baseline,1.0,25,-83.39071,162.20757
original,baseline,1.0,26,-108.147964,102.43542
original,baseline,1.0,27,-108.028786,89.46252
original,baseline,1.0,28,-60.108788,-42.531696
original,baseline,1.0,29,-70.42293,154.89061
original,baseline,1.0,30,-49.38073,-11.657449
original,baseline,1.0,31,-60.867786,-42.797367
original,baseline,1.0,32,-54.295807,-40.29699
original,baseline,1.0,33,-38.468876,-16.510098
original,baseline,1.0,34,-76.507744,-2.197859
original,baseline,1.0,35,-67.36253,-40.01106
original,baseline,1.0,36,-83.175224,77.559555
original,baseline,1.0,37,-60.483646,-42.410755
original,baseline,1.0,38,-129.01588,131.34598
original,baseline,1.0,39,-129.10191,162.883
original,baseline,1.0,40,-65.69927,149.64764
original,baseline,1.0,41,-41.567425,-68.28732
original,baseline,1.0,42,-114.82644,131.8418
original,baseline,1.0,43,-66.5885,-27.452177
original,baseline,1.0,44,-130.17584,18.390663
original,baseline,1.0,45,-74.78099,92.44797
original,baseline,1.0,46,-46.116505,-61.263454
original,baseline,1.0,47,-114.56455,14.480083
original,baseline,1.0,48,-48.27768,-58.887005
original,baseline,1.0,49,46.82676,54.68371
original,baseline,1.0,50,-45.750362,-24.69865
original,baseline,1.0,51,-64.79824,-42.476254
original,baseline,1.0,52,-70.74873,156.54317
original,baseline,1.0,53,-14.356,-144.55573
original,baseline,1.0,54,-56.75874,-58.604637
original,baseline,1.0,55,-94.822784,-15.2146
original,baseline,1.0,56,-57.819134,-59.673912
original,baseline,1.0,57,-75.8506,-27.169662
original,baseline,1.0,58,-73.2582,-47.036285
original,baseline,1.0,59,-27.927908,-75.254326
original,baseline,1.0,60,-125.8351,145.80074
original,baseline,1.0,61,-50.050953,-54.896175
original,baseline,1.0,62,-125.91257,134.37082
original,baseline,1.0,63,-130.61864,140.40016
original,baseline,1.0,64,-138.8747,136.1174
original,baseline,1.0,65,-97.75053,158.74738
original,baseline,1.0,66,-54.540817,144.24144
original,baseline,1.0,67,-93.359634,-7.0870023
original,baseline,1.0,68,-98.60444,-34.918903
original,baseline,1.0,69,-96.06081,159.87155
original,baseline,1.0,70,-105.3561,60.047802
original,baseline,1.0,71,-107.69963,118.5437
original,baseline,1.0,72,-58.7123,131.29407
original,baseline,1.0,73,-48.829895,-52.79928
original,baseline,1.0,74,-97.14686,108.20794
original,baseline,1.0,75,-111.87154,25.32071
original,baseline,1.0,76,-56.581303,-33.00958
original,baseline,1.0,77,-75.69813,55.865738
original,baseline,1.0,78,-94.91586,-23.86355
original,baseline,1.0,79,-62.383163,-48.01455
original,baseline,1.0,80,-51.905994,-59.73163
original,baseline,1.0,81,-66.18556,-31.312637
original,baseline,1.0,82,11.303296,39.996017
original,baseline,1.0,83,-53.384052,70.76226
original,baseline,1.0,84,-91.876854,-1.8748722
original,baseline,1.0,85,-120.971,134.6661
original,baseline,1.0,86,-88.19682,-19.167042
original,baseline,1.0,87,-125.371346,114.47296
original,baseline,1.0,88,-101.67779,92.66728
original,baseline,1.0,89,-91.27815,169.65749
original,baseline,1.0,90,-81.279076,-27.899313
original,baseline,1.0,91,-49.53647,-61.4499
original,baseline,1.0,92,-30.144707,-78.09978
original,baseline,1.0,93,-161.97145,151.48672
original,baseline,1.0,94,-56.461716,-59.641617
original,baseline,1.0,95,-115.72037,142.01471
original,baseline,1.0,96,-82.62026,-9.841408
original,baseline,1.0,97,-63.17411,-34.502132
original,baseline,1.0,98,-123.99349,76.08667
original,baseline,1.0,99,58.97594,42.169823
original,baseline,1.0,100,-83.50681,-17.820396
original,baseline,1.0,101,-68.2235,-20.111897
original,baseline,1.0,102,-66.36932,-44.19469
original,baseline,1.0,103,-19.269558,118.10076
original,baseline,1.0,104,-67.98882,-27.446283
original,baseline,1.0,105,-149.33101,-69.33476
original,baseline,1.0,106,-53.34796,21.141716
original,baseline,1.0,107,-78.64514,127.045
original,baseline,1.0,108,-59.870907,-46.109135
original,baseline,1.0,109,-66.52071,-40.65273
original,baseline,1.0,110,-118.70234,167.02827
original,baseline,1.0,111,-81.80831,-17.115013
original,baseline,1.0,112,-150.34512,158.48622
original,baseline,1.0,113,-64.52847,-33.22816
original,baseline,1.0,114,-44.679962,-70.499504
original,baseline,1.0,115,-45.736053,-74.38013
original,baseline,1.0,116,-56.276466,-59.580273
original,baseline,1.0,117,-65.03664,86.90326
original,baseline,1.0,118,-67.318275,-37.945362
original,baseline,1.0,119,-104.4265,148.24896
original,baseline,1.0,120,-108.31693,38.118263
original,baseline,1.0,121,-50.635475,-57.217075
original,baseline,1.0,122,21.92694,54.19585
original,baseline,1.0,123,-141.78242,105.05853
original,baseline,1.0,124,-62.99879,-31.998913
original,baseline,1.0,125,-126.93449,135.68289
original,baseline,1.0,126,-62.428196,123.27826
original,baseline,1.0,127,-31.870087,-65.97927
original,baseline,1.0,128,-104.54739,67.4424
original,baseline,1.0,129,-59.194946,-44.43454
original,baseline,1.0,130,-52.07125,-55.441956
original,baseline,1.0,131,-53.156433,104.20648
original,baseline,1.0,132,-37.26476,-72.56907
original,baseline,1.0,133,-74.67122,9.4019
original,baseline,1.0,134,-48.378212,56.793415
original,baseline,1.0,135,-25.356192,-22.718134
original,baseline,1.0,136,-23.550777,-36.084454
original,baseline,1.0,137,-48.059246,-61.89727
original,baseline,1.0,138,-62.641552,-36.368053
original,baseline,1.0,139,-112.62153,98.465836
original,baseline,1.0,140,-62.914677,-36.840374
original,baseline,1.0,141,-97.423004,122.34048
original,baseline,1.0,142,-56.85881,114.63159
original,baseline,1.0,143,-64.37741,58.70521
original,baseline,1.0,144,-108.44412,1.8435986
original,baseline,1.0,145,-139.95499,110.74077
original,baseline,1.0,146,-72.69394,-28.866163
original,baseline,1.0,147,-46.030453,-59.972168
original,baseline,1.0,148,33.944813,55.421307
original,baseline,1.0,149,-25.919693,58.81863
original,baseline,1.0,150,-47.35363,-64.39411
original,baseline,1.0,151,-64.7853,-39.506073
original,baseline,1.0,152,-103.34334,107.64731
original,baseline,1.0,153,-63.65514,-41.228443
original,baseline,1.0,154,-125.281364,157.25528
original,baseline,1.0,155,90.95015,96.06618
original,baseline,1.0,156,-103.78465,98.874825
original,baseline,1.0,157,-49.506905,-59.545033
original,baseline,1.0,158,-87.64671,134.72089
original,baseline,1.0,159,-40.278393,-72.0245
original,baseline,1.0,160,-48.20651,-52.993935
original,baseline,1.0,161,61.02603,36.587746
original,baseline,1.0,162,-80.11192,-46.90188
original,baseline,1.0,163,61.100185,33.840233
original,baseline,1.0,164,-64.357,140.12761
original,baseline,1.0,165,-69.09494,-23.300095
