experiment,variant,sigma,sample_idx,phi,psi
original,baseline,0.2,10,-90.36664,76.082886
original,baseline,0.2,11,58.40072,-76.57055
original,baseline,0.2,12,62.501534,97.81078
original,baseline,0.2,13,73.72364,159.76093
original,baseline,0.2,14,-90.222565,146.42905
original,baseline,0.2,15,-12.080056,-142.42952
original,baseline,0.2,16,-77.70632,-171.70616
original,baseline,0.2,17,24.856415,42.42952
original,baseline,0.2,18,0.5453256,-118.23107
original,baseline,0.2,19,-91.47742,-85.62596
original,baseline,0.2,20,44.840916,140.98787
original,baseline,0.2,21,66.56401,-153.07903
original,baseline,0.2,22,-17.321238,173.64401
original,baseline,0.2,23,-54.198513,54.311676
original,baseline,0.2,24,21.774345,-137.74669
original,baseline,0.2,25,-159.93042,-82.3721
original,baseline,0.2,26,-161.53699,-3.8452475
original,baseline,0.2,27,-129.43387,22.812683
original,baseline,0.2,28,123.17902,5.096292
original,baseline,0.2,29,-107.492775,119.013695
original,baseline,0.2,30,30.104452,112.415955
original,baseline,0.2,31,12.213203,-87.4799
original,baseline,0.2,32,-117.031525,142.36002
original,baseline,0.2,33,-153.45619,43.666054
original,baseline,0.2,34,13.481802,54.65713
original,baseline,0.2,35,-99.32081,171.7048
original,baseline,0.2,36,-72.44392,171.60793
original,baseline,0.2,37,-72.845985,127.63464
original,baseline,0.2,38,-65.17057,-93.410126
original,baseline,0.2,39,-71.2842,-64.78566
original,baseline,0.2,40,14.274448,65.317764
original,baseline,0.2,41,88.05586,-72.124016
original,baseline,0.2,42,36.52904,135.85535
original,baseline,0.2,43,62.58049,-80.79272
original,baseline,0.2,44,-86.7543,146.08136
original,baseline,0.2,45,-96.10364,131.269
original,baseline,0.2,46,-53.72244,-141.73491
original,baseline,0.2,47,50.26984,-155.70906
original,baseline,0.2,48,151.6472,178.61668
original,baseline,0.2,49,76.75705,-83.81438
original,baseline,0.2,50,-47.59433,15.441496
original,baseline,0.2,51,-28.41156,-160.52155
original,baseline,0.2,52,-150.54202,-90.47394
original,baseline,0.2,53,-46.83886,-88.2811
original,baseline,0.2,54,-92.62007,97.98989
original,baseline,0.2,55,-79.16357,-40.8572
original,baseline,0.2,56,72.98789,164.54047
original,baseline,0.2,57,-89.84062,158.21391
original,baseline,0.2,58,16.283339,-163.10216
original,baseline,0.2,59,47.85261,-105.221596
original,baseline,0.2,60,-52.27219,5.9242215
original,baseline,0.2,61,-138.35207,99.139946
original,baseline,0.2,62,-25.30064,101.777596
original,baseline,0.2,63,-66.177925,118.67659
original,baseline,0.2,64,-101.02164,10.346936
original,baseline,0.2,65,98.98198,129.07367
original,baseline,0.2,66,53.266182,-168.31528
original,baseline,0.2,67,112.49087,160.2799
original,baseline,0.2,68,68.5275,-9.24752
original,baseline,0.2,69,-151.03328,100.27466
original,baseline,0.2,70,58.81525,73.67363
original,baseline,0.2,71,-74.780655,-107.90732
original,baseline,0.2,72,-1.0338879,-98.79789
original,baseline,0.2,73,62.733116,-115.43922
original,baseline,0.2,74,42.304234,167.7441
original,baseline,0.2,75,-147.96057,-158.83022
original,baseline,0.2,76,-130.2583,15.364729
original,baseline,0.2,77,18.977043,124.9654
original,baseline,0.2,78,67.76407,-124.610275
original,baseline,0.2,79,-126.88051,15.802795
original,baseline,0.2,80,173.35301,9.790542
original,baseline,0.2,81,-35.098507,-161.00378
original,baseline,0.2,82,83.75596,-106.06878
original,baseline,0.2,83,-79.21446,120.425934
original,baseline,0.2,84,-0.66515386,133.68457
original,baseline,0.2,85,-14.634263,64.00189
original,baseline,0.2,86,-138.53537,73.78062
original,baseline,0.2,87,159.77907,-83.51765
original,baseline,0.2,88,-52.99027,-149.54355
original,baseline,0.2,89,-139.90637,43.744984
original,baseline,0.2,90,52.18226,117.52917
original,baseline,0.2,91,-120.32246,146.14603
original,baseline,0.2,92,-43.216873,113.80731
original,baseline,0.2,93,-72.18027,32.785286
original,baseline,0.2,94,77.97299,41.083965
original,baseline,0.2,95,-47.015686,153.02615
original,baseline,0.2,96,-148.65169,104.61145
original,baseline,0.2,97,15.944619,-171.54063
original,baseline,0.2,98,-5.727439,-67.10275
original,baseline,0.2,99,26.701393,-156.07498
original,baseline,0.2,100,107.77263,-176.93358
original,baseline,0.2,101,-3.1597292,67.5893
original,baseline,0.2,102,157.2465,140.64879
original,baseline,0.2,103,-20.482569,-48.038696
original,baseline,0.2,104,52.00874,-81.70292
original,baseline,0.2,105,134.16608,125.19096
original,baseline,0.2,106,17.218937,77.42723
original,baseline,0.2,107,-72.80676,116.93251
original,baseline,0.2,108,46.73746,54.868267
original,baseline,0.2,109,-70.7546,13.25669
original,baseline,0.2,110,-106.79301,106.86552
original,baseline,0.2,111,58.532352,117.40013
original,baseline,0.2,112,40.520176,125.624435
original,baseline,0.2,113,-126.19956,33.089844
original,baseline,0.2,114,-61.087757,-157.30582
original,baseline,0.2,115,-67.09123,-150.26993
original,baseline,0.2,116,98.177574,-5.0563154
original,baseline,0.2,117,-138.21214,64.37167
original,baseline,0.2,118,-1.8104149,105.62534
original,baseline,0.2,119,-177.71167,86.87804
original,baseline,0.2,120,-99.02571,89.155426
original,baseline,0.2,121,15.103008,84.92164
original,baseline,0.2,122,15.86975,156.02629
original,baseline,0.2,123,-103.462204,5.066228
original,baseline,0.2,124,-33.279324,134.58813
original,baseline,0.2,125,5.983636,-119.13664
original,baseline,0.2,126,43.37373,46.29874
original,baseline,0.2,127,-16.571968,-134.15437
original,baseline,0.2,128,61.15649,-85.65054
original,baseline,0.2,129,-42.69133,105.4127
original,baseline,0.2,130,175.6683,71.68418
original,baseline,0.2,131,28.843328,-74.77325
original,baseline,0.2,132,81.9956,131.41551
original,baseline,0.2,133,5.7751355,123.47881
original,baseline,0.2,134,-132.05095,109.14379
original,baseline,0.2,135,-117.37082,179.96544
original,baseline,0.2,136,85.80687,-128.00822
original,baseline,0.2,137,35.283447,127.86897
original,baseline,0.2,138,142.66028,130.61758
original,baseline,0.2,139,-18.462563,-86.61546
original,baseline,0.2,140,107.310234,-158.19792
original,baseline,0.2,141,23.080055,99.02042
original,baseline,0.2,142,52.804604,140.40924
original,baseline,0.2,143,-88.10776,92.19967
original,baseline,0.2,144,-104.02703,11.865745
original,baseline,0.2,145,-70.12635,129.33907
original,baseline,0.2,146,-128.7935,166.67903
original,baseline,0.2,147,-167.65494,-77.612045
original,baseline,0.2,148,-4.3222384,34.061333
original,baseline,0.2,149,-74.91349,-124.17551
original,baseline,0.2,150,75.36583,55.833305
original,baseline,0.2,151,28.759075,179.4842
original,baseline,0.2,152,47.357502,-15.76694
original,baseline,0.2,153,92.6251,109.22939
original,baseline,0.2,154,-127.82588,-170.34967
original,baseline,0.2,155,111.59656,44.20399
original,baseline,0.2,156,-31.676212,-73.80138
original,baseline,0.2,157,59.05947,137.09218
original,baseline,0.2,158,-85.75773,-160.7122
original,baseline,0.2,159,-72.36121,-74.06443
original,baseline,0.2,160,127.83303,-135.737
original,baseline,0.2,161,-54.812252,-107.30925
original,baseline,0.2,162,46.227806,114.63817
original,baseline,0.2,163,32.328445,-87.875595
original,baseline,0.2,164,-118.59522,121.899414
original,baseline,0.2,165,-29.615488,40.736717
original,baseline,0.2,166,-61.5426,79.0567
original,baseline,0.2,167,164.28369,80.10069
original,baseline,0.2,168,71.27021,128.01253
original,baseline,0.2,169,58.92595,-64.62948
original,baseline,0.2,170,58.201824,142.87347
original,baseline,0.2,171,1.2963591,106.975006
original,baseline,0.2,172,-75.93951,-52.476154
original,baseline,0.2,173,35.674824,-40.346737
original,baseline,0.2,174,19.724396,146.27634
original,baseline,0.2,175,44.057556,106.39301
original,baseline,0.2,176,-121.67985,-75.367966
original,baseline,0.2,177,84.467476,-68.11967
original,baseline,0.2,178,-0.5436253,59.22458
original,baseline,0.2,179,106.84093,172.17244
original,baseline,0.2,180,2.8217351,-132.44295
original,baseline,0.2,181,-109.353546,111.40887
original,baseline,0.2,182,-38.142353,141.72614
original,baseline,0.2,183,-119.90894,162.82391
original,baseline,0.2,184,38.230682,-95.19338
original,baseline,0.2,185,53.941357,29.056776
original,baseline,0.2,186,13.394897,-80.148056
original,baseline,0.2,187,52.915043,56.07355
original,baseline,0.2,188,76.26091,-66.710594
original,baseline,0.2,189,-84.75578,140.89517
original,baseline,0.2,190,62.79867,28.534641
original,baseline,0.2,191,-147.68365,73.18633
original,baseline,0.2,192,-81.28392,-100.35598
original,baseline,0.2,193,98.47659,-41.838566
original,baseline,0.2,194,119.3189,-112.9329
original,baseline,0.2,195,-77.381355,-147.30739
original,baseline,0.2,196,66.652306,-160.29074
original,baseline,0.2,197,45.494545,-23.332447
original,baseline,0.2,198,68.53374,118.4339
original,baseline,0.2,199,-29.413746,-133.05324
original,baseline,0.5,0,-61.782578,107.633545
original,baseline,0.5,1,47.05417,168.7648
original,baseline,0.5,2,-110.44071,-45.26544
original,baseline,0.5,3,-130.40717,106.45523
original,baseline,0.5,4,-65.54421,39.436756
original,baseline,0.5,5,18.316349,150.64598
original,baseline,0.5,6,-12.806097,3.6811664
original,baseline,0.5,7,-19.119146,13.887312
original,baseline,0.5,8,-90.751656,-162.3844
original,baseline,0.5,9,32.794613,-94.42301
original,baseline,0.5,10,91.37329,-72.245285
original,baseline,0.5,11,-127.62753,-74.91577
original,baseline,0.5,12,40.82417,-35.361973
original,baseline,0.5,13,57.133247,104.152084
original,baseline,0.5,14,166.35797,32.035137
original,baseline,0.5,15,-124.13646,-81.27201
original,baseline,0.5,16,-46.747135,108.602066
original,baseline,0.5,17,-43.18951,-61.112106
original,baseline,0.5,18,-34.926155,-143.53964
original,baseline,0.5,19,0.73577464,37.270138
original,baseline,0.5,20,145.19154,143.6779
original,baseline,0.5,21,-0.10533771,57.005486
original,baseline,0.5,22,41.2964,114.9776
original,baseline,0.5,23,-36.300884,114.15715
original,baseline,0.5,24,-79.4049,141.28722
original,baseline,0.5,25,73.47704,-42.604748
original,baseline,0.5,26,25.606167,-45.358337
original,baseline,0.5,27,88.4688,-99.48905
original,baseline,0.5,28,-154.22484,153.65508
original,baseline,0.5,29,-61.664593,-178.59229
original,baseline,0.5,30,53.085056,100.368835
original,baseline,0.5,31,-142.05434,-121.62308
original,baseline,0.5,32,-136.02454,118.24193
original,baseline,0.5,33,161.29822,-16.071909
original,baseline,0.5,34,59.70216,-31.584196
original,baseline,0.5,35,7.262023,23.642216
original,baseline,0.5,36,62.07172,-163.2923
original,baseline,0.5,37,-165.13432,-36.011765
original,baseline,0.5,38,177.98587,143.42448
original,baseline,0.5,39,25.373484,-118.28601
original,baseline,0.5,40,-139.13098,-53.04685
original,baseline,0.5,41,80.0042,156.53842
original,baseline,0.5,42,92.96127,-135.0544
original,baseline,0.5,43,-40.798878,-43.24973
original,baseline,0.5,44,177.04855,103.64142
original,baseline,0.5,45,59.326572,147.59067
original,baseline,0.5,46,-126.83641,49.165752
original,baseline,0.5,47,-157.57962,-140.22925
original,baseline,0.5,48,-74.316025,60.771248
original,baseline,0.5,49,-143.92299,87.76817
original,baseline,0.5,50,-23.121397,-139.83063
original,baseline,0.5,51,80.109886,-7.7084055
original,baseline,0.5,52,13.720206,48.88134
original,baseline,0.5,53,-118.22181,-6.8485737
original,baseline,0.5,54,-177.41501,-66.745804
original,baseline,0.5,55,-169.9569,29.364374
original,baseline,0.5,56,6.6698837,-14.534062
original,baseline,0.5,57,-108.56169,-15.209061
original,baseline,0.5,58,-143.21355,123.4968
original,baseline,0.5,59,66.08714,-39.312378
original,baseline,0.5,60,69.92544,-149.39473
original,baseline,0.5,61,-177.29785,-20.388142
original,baseline,0.5,62,27.936226,40.66162
original,baseline,0.5,63,-57.239525,-18.452843
original,baseline,0.5,64,-45.345646,161.29199
original,baseline,0.5,65,-80.173065,27.455465
original,baseline,0.5,66,-96.15569,176.23022
original,baseline,0.5,67,-97.89023,-125.88571
original,baseline,0.5,68,84.22785,23.803291
original,baseline,0.5,69,66.90293,-105.36969
original,baseline,0.5,70,-102.3867,-51.94944
original,baseline,0.5,71,-141.14828,37.077454
original,baseline,0.5,72,81.19259,-178.55759
original,baseline,0.5,73,177.45119,-158.90343
original,baseline,0.5,74,-26.95807,135.19464
original,baseline,0.5,75,-122.00938,172.4123
original,baseline,0.5,76,119.67188,-172.06671
original,baseline,0.5,77,106.92658,68.56818
original,baseline,0.5,78,28.577986,79.89278
original,baseline,0.5,79,-88.438286,110.25664
original,baseline,0.5,80,-176.73781,152.71552
original,baseline,0.5,81,-98.70243,133.59644
original,baseline,0.5,82,19.806416,163.1796
original,baseline,0.5,83,94.53518,62.727924
original,baseline,0.5,84,77.722595,126.3429
original,baseline,0.5,85,-15.394746,-145.51183
original,baseline,0.5,86,13.802327,-62.310066
original,baseline,0.5,87,-41.99849,72.74724
original,baseline,0.5,88,-138.31236,93.51565
original,baseline,0.5,89,144.37811,-154.14514
original,baseline,0.5,90,-39.524014,1.3922367
original,baseline,0.5,91,-53.735737,45.89835
original,baseline,0.5,92,-53.216125,116.87192
original,baseline,0.5,93,-48.03413,-120.13492
original,baseline,0.5,94,-151.07507,-78.49392
original,baseline,0.5,95,-132.37779,35.876987
original,baseline,0.5,96,-47.97832,131.57747
original,baseline,0.5,97,-126.215515,135.60303
original,baseline,0.5,98,120.95298,111.93943
original,baseline,0.5,99,92.35687,106.63431
original,baseline,0.5,100,60.20137,-94.526665
original,baseline,0.5,101,-93.94036,109.076645
original,baseline,0.5,102,139.13156,-163.40468
original,baseline,0.5,103,-161.25093,50.125706
original,baseline,0.5,104,106.10113,130.84161
original,baseline,0.5,105,-42.295624,-46.95604
original,baseline,0.5,106,-4.217587,-78.87603
original,baseline,0.5,107,-28.809341,-170.10367
original,baseline,0.5,108,-112.485016,-46.84179
original,baseline,0.5,109,60.879177,72.65822
original,baseline,0.5,110,163.27214,60.157833
original,baseline,0.5,111,-147.18982,-67.25066
original,baseline,0.5,112,-85.97413,151.11055
original,baseline,0.5,113,-66.33424,-118.50624
original,baseline,0.5,114,40.60785,147.50328
original,baseline,0.5,115,147.73296,162.62874
original,baseline,0.5,116,-94.07606,-70.22406
original,baseline,0.5,117,67.06227,-99.61987
original,baseline,0.5,118,-86.69447,111.52077
original,baseline,0.5,119,-112.672195,-119.710785
original,baseline,0.5,120,-46.188145,-90.82384
original,baseline,0.5,121,165.92804,-147.7612
original,baseline,0.5,122,172.07588,-59.058296
original,baseline,0.5,123,110.29361,-154.6757
original,baseline,0.5,124,-57.637043,-119.34377
original,baseline,0.5,125,-152.33769,168.93187
original,baseline,0.5,126,20.848925,4.940172
original,baseline,0.5,127,84.17259,115.84466
original,baseline,0.5,128,105.34419,84.84823
original,baseline,0.5,129,-139.08176,-71.92222
original,baseline,0.5,130,110.45754,-145.8287
original,baseline,0.5,131,-130.60002,104.66803
original,baseline,0.5,132,-84.41762,10.237527
original,baseline,0.5,133,28.326328,-175.31897
original,baseline,0.5,134,32.889786,111.83354
original,baseline,0.5,135,-174.80257,55.694855
original,baseline,0.5,136,-123.861565,-108.16932
original,baseline,0.5,137,57.19443,80.97082
original,baseline,0.5,138,175.02997,-134.50781
original,baseline,0.5,139,54.133995,146.57648
original,baseline,0.5,140,131.2126,-97.097534
original,baseline,0.5,141,-52.593967,102.31461
original,baseline,0.5,142,-83.694016,39.393585
original,baseline,0.5,143,27.587763,-166.47511
original,baseline,0.5,144,-87.57365,-48.957253
original,baseline,0.5,145,95.62442,132.17342
original,baseline,0.5,146,-131.85524,66.8488
original,baseline,0.5,147,62.227314,158.5723
original,baseline,0.5,148,-66.95773,39.22251
original,baseline,0.5,149,-163.05783,179.99698
original,baseline,0.5,150,-46.814034,-154.91476
original,baseline,0.5,151,-140.14813,-146.11049
original,baseline,0.5,152,-165.83418,-121.12868
original,baseline,0.5,153,-177.25131,105.752106
original,baseline,0.5,154,172.66263,98.288414
original,baseline,0.5,155,-104.17491,-150.36856
original,baseline,0.5,156,-10.187172,-54.59349
original,baseline,0.5,157,-124.429,-62.527603
original,baseline,0.5,158,-159.79512,54.792923
original,baseline,0.5,159,77.755646,121.74479
original,baseline,0.5,160,18.631323,-3.3703926
original,baseline,0.5,161,54.067726,94.731445
original,baseline,0.5,162,61.837536,149.72253
original,baseline,0.5,163,172.6626,114.790535
original,baseline,0.5,164,-65.806335,32.580776
original,baseline,0.5,165,57.537754,-87.9059
original,baseline,0.5,166,-54.0935,101.282326
original,baseline,0.5,167,-122.53948,-170.71843
original,baseline,0.5,168,-121.29337,115.589874
original,baseline,0.5,169,162.04088,-52.373966
original,baseline,0.5,170,17.330435,48.47471
original,baseline,0.5,171,-96.0219,-33.636375
original,baseline,0.5,172,7.154041,1.3990086
original,baseline,0.5,173,2.5828197,150.21817
original,baseline,0.5,174,144.94792,-177.7418
original,baseline,0.5,175,34.220665,26.960087
original,baseline,0.5,176,-179.68198,-57.655552
original,baseline,0.5,177,38.358204,60.545284
original,baseline,0.5,178,122.22034,46.137394
original,baseline,0.5,179,107.458954,73.362915
original,baseline,0.5,180,165.09512,46.95805
original,baseline,0.5,181,-113.940346,-20.467163
original,baseline,0.5,182,72.512924,-151.16695
original,baseline,0.5,183,-78.614334,-160.11884
original,baseline,0.5,184,44.49617,179.50385
original,baseline,0.5,185,12.398158,109.36049
original,baseline,0.5,186,-116.31894,-172.4536
original,baseline,0.5,187,18.81818,-128.55852
original,baseline,0.5,188,40.024857,173.62961
original,baseline,0.5,189,-82.43307,-97.0835
original,baseline,0.5,190,4.362936,153.36526
original,baseline,0.5,191,-1.5294012,-168.51732
original,baseline,0.5,192,-129.22906,-81.846176
original,baseline,0.5,193,-104.86124,-36.07588
original,baseline,0.5,194,-174.58154,46.8241
original,baseline,0.5,195,104.12115,167.22035
original,baseline,0.5,196,-126.16379,-160.07349
original,baseline,0.5,197,-150.68356,-61.836
original,baseline,0.5,198,41.49678,30.720804
original,baseline,0.5,199,-83.02658,72.81824
original,baseline,1.0,0,96.002815,48.58909
original,baseline,1.0,1,-85.37267,-64.24612
original,baseline,1.0,2,32.753334,-122.81544
original,baseline,1.0,3,4.8135924,122.92902
original,baseline,1.0,4,-33.345078,-126.60359
original,baseline,1.0,5,-136.48357,-64.583435
original,baseline,1.0,6,-98.25582,-25.189291
original,baseline,1.0,7,170.11087,-47.291035
original,baseline,1.0,8,-4.664902,-47.998745
original,baseline,1.0,9,-9.981171,-150.63293
original,baseline,1.0,10,-141.72293,-141.2354
original,baseline,1.0,11,-98.860725,28.18101
original,baseline,1.0,12,-62.548634,-46.07185
original,baseline,1.0,13,-24.696815,117.74932
original,baseline,1.0,14,101.990555,-12.70195
original,baseline,1.0,15,-146.68321,-80.66933
original,baseline,1.0,16,-73.694244,-99.89444
original,baseline,1.0,17,-17.279713,84.3232
original,baseline,1.0,18,163.15623,-131.38225
original,baseline,1.0,19,4.634955,163.94038
original,baseline,1.0,20,177.80722,-143.07063
original,baseline,1.0,21,-85.64897,50.215134
original,baseline,1.0,22,134.6227,-52.61971
original,baseline,1.0,23,133.95877,150.96832
original,baseline,1.0,24,-115.09682,95.44447
original,baseline,1.0,25,-136.86996,5.141158
original,baseline,1.0,26,-166.3075,101.2763
original,baseline,1.0,27,-103.708435,-148.01077
original,baseline,1.0,28,-94.36757,33.39082
original,baseline,1.0,29,101.10311,-25.772758
original,baseline,1.0,30,-143.55888,135.99115
original,baseline,1.0,31,62.155426,-170.18079
original,baseline,1.0,32,-120.939674,-175.29803
original,baseline,1.0,33,173.91817,-113.04879
original,baseline,1.0,34,65.15262,-141.9265
original,baseline,1.0,35,23.421108,-25.847383
original,baseline,1.0,36,-46.47552,-80.56314
original,baseline,1.0,37,-178.32152,-172.4966
original,baseline,1.0,38,-100.31054,103.54302
original,baseline,1.0,39,-158.2915,86.8229
original,baseline,1.0,40,-13.558326,-143.60156
original,baseline,1.0,41,147.84497,-106.4356
original,baseline,1.0,42,-106.71082,123.9304
original,baseline,1.0,43,-57.74027,39.27088
original,baseline,1.0,44,-31.142193,-14.853645
original,baseline,1.0,45,-48.233345,33.90933
original,baseline,1.0,46,119.24845,-2.0907931
original,baseline,1.0,47,-125.49447,11.099096
original,baseline,1.0,48,121.67143,-162.84892
original,baseline,1.0,49,172.09506,125.69923
original,baseline,1.0,50,-97.379005,-79.51204
original,baseline,1.0,51,-109.518555,120.19038
original,baseline,1.0,52,137.193,28.626677
original,baseline,1.0,53,-84.07094,-139.31058
original,baseline,1.0,54,44.93732,106.5565
original,baseline,1.0,55,161.3269,87.705696
original,baseline,1.0,56,-99.15931,-87.50101
original,baseline,1.0,57,-67.62875,-177.3164
original,baseline,1.0,58,-45.428295,72.98851
original,baseline,1.0,59,37.614407,153.06584
original,baseline,1.0,60,24.613356,-95.58821
original,baseline,1.0,61,127.37067,86.728676
original,baseline,1.0,62,66.82697,-19.489481
original,baseline,1.0,63,164.30653,-67.05872
original,baseline,1.0,64,-127.297806,-90.27604
original,baseline,1.0,65,-159.8291,29.69435
original,baseline,1.0,66,-100.56035,-63.987698
original,baseline,1.0,67,-115.93181,113.30294
original,baseline,1.0,68,23.655706,-176.17404
original,baseline,1.0,69,-26.375477,-0.5887719
original,baseline,1.0,70,-39.23167,-167.08768
original,baseline,1.0,71,179.69786,71.37722
original,baseline,1.0,72,-173.8575,-127.85483
original,baseline,1.0,73,-99.64303,96.61092
original,baseline,1.0,74,-6.524302,112.461784
original,baseline,1.0,75,10.526961,-137.48065
original,baseline,1.0,76,-123.2365,173.31491
original,baseline,1.0,77,102.225746,-154.17982
original,baseline,1.0,78,3.1545503,44.891888
original,baseline,1.0,79,15.5320215,-26.936504
original,baseline,1.0,80,-175.41916,-61.54329
original,baseline,1.0,81,99.72046,70.515434
original,baseline,1.0,82,46.74387,177.4247
original,baseline,1.0,83,6.6433043,18.668842
original,baseline,1.0,84,14.230742,111.73652
original,baseline,1.0,85,41.38196,-6.943718
original,baseline,1.0,86,133.10457,3.3177164
original,baseline,1.0,87,-139.27985,-9.511512
original,baseline,1.0,88,16.911997,87.63243
original,baseline,1.0,89,-171.61723,117.25733
original,baseline,1.0,90,-140.25575,46.761494
original,baseline,1.0,91,-72.62059,73.68567
original,baseline,1.0,92,93.18766,103.79214
original,baseline,1.0,93,8.7711315,149.51923
original,baseline,1.0,94,173.65587,-37.688587
original,baseline,1.0,95,128.97783,36.591537
original,baseline,1.0,96,22.492899,133.3389
original,baseline,1.0,97,-37.80848,-110.327095
original,baseline,1.0,98,-118.17823,113.15006
original,baseline,1.0,99,-44.729954,-148.01537
original,baseline,1.0,100,51.01348,48.80517
original,baseline,1.0,101,101.97657,-72.16513
original,baseline,1.0,102,-72.20942,96.62635
original,baseline,1.0,103,-26.500208,-153.30318
original,baseline,1.0,104,79.89635,-154.43002
original,baseline,1.0,105,50.641037,123.905655
original,baseline,1.0,106,99.82275,176.94804
original,baseline,1.0,107,114.58403,-9.419567
original,baseline,1.0,108,60.036156,-38.91356
original,baseline,1.0,109,-75.74083,-52.72124
original,baseline,1.0,110,-139.59795,162.98825
original,baseline,1.0,111,129.56137,-22.725565
original,baseline,1.0,112,-80.09899,27.772203
original,baseline,1.0,113,-142.16415,130.38643
original,baseline,1.0,114,-123.21224,148.85959
original,baseline,1.0,115,164.6866,159.82161
original,baseline,1.0,116,-169.64235,49.96501
original,baseline,1.0,117,137.37328,31.990849
original,baseline,1.0,118,147.19894,-137.6074
original,baseline,1.0,119,66.0232,-43.42145
original,baseline,1.0,120,-129.49886,3.1695461
original,baseline,1.0,121,5.7912884,-34.101852
original,baseline,1.0,122,4.306873,-84.6471
original,baseline,1.0,123,114.76815,59.676872
original,baseline,1.0,124,-143.80516,25.39447
original,baseline,1.0,125,68.75402,-175.67001
original,baseline,1.0,126,-108.65182,46.451435
original,baseline,1.0,127,-137.90334,107.70606
original,baseline,1.0,128,-15.222801,-99.2339
original,baseline,1.0,129,-176.79103,-47.680546
original,baseline,1.0,130,-131.53458,39.594593
original,baseline,1.0,131,114.14453,-53.0356
original,baseline,1.0,132,-79.687515,153.27039
original,baseline,1.0,133,119.69865,71.49672
original,baseline,1.0,134,-1.8195535,128.78615
original,baseline,1.0,135,83.75207,-63.556885
original,baseline,1.0,136,74.03192,134.40714
original,baseline,1.0,137,136.56198,-157.61461
original,baseline,1.0,138,-31.736208,-83.45423
original,baseline,1.0,139,-140.30621,90.39675
original,baseline,1.0,140,-141.65239,91.17795
original,baseline,1.0,141,-63.23966,-139.20795
original,baseline,1.0,142,179.46686,-100.495865
original,baseline,1.0,143,-80.6838,64.05549
original,baseline,1.0,144,62.734367,-122.20987
original,baseline,1.0,145,10.986818,18.84212
original,baseline,1.0,146,176.22878,-130.56207
original,baseline,1.0,147,-13.739556,-45.35293
original,baseline,1.0,148,-105.80333,2.6588454
original,baseline,1.0,149,59.6413,34.24804
original,baseline,1.0,150,74.27306,-92.80991
original,baseline,1.0,151,157.47638,49.406403
original,baseline,1.0,152,-56.013878,32.448837
original,baseline,1.0,153,94.91063,-23.602583
original,baseline,1.0,154,164.28822,148.47188
original,baseline,1.0,155,86.91976,78.09412
original,baseline,1.0,156,116.38596,80.28836
original,baseline,1.0,157,130.53996,141.46353
original,baseline,1.0,158,-95.78375,-45.797657
original,baseline,1.0,159,-35.23256,126.22975
original,baseline,1.0,160,-102.92077,-73.17207
original,baseline,1.0,161,176.14001,-49.75338
original,baseline,1.0,162,35.868412,72.538185
original,baseline,1.0,163,-149.04756,-42.841682
original,baseline,1.0,164,4.9894147,17.853764
original,baseline,1.0,165,115.01874,91.551155
original,baseline,1.0,166,85.142334,140.24916
original,baseline,1.0,167,-163.45703,-6.6048975
original,baseline,1.0,168,-6.6197653,127.475266
original,baseline,1.0,169,97.12,-123.17305
original,baseline,1.0,170,-63.905914,-125.0118
original,baseline,1.0,171,171.30914,-128.17589
original,baseline,1.0,172,98.75525,-154.74576
original,baseline,1.0,173,104.704285,136.96907
original,baseline,1.0,174,145.1714,-40.9317
original,baseline,1.0,175,-7.169466,-160.94348
original,baseline,1.0,176,166.98685,48.877365
original,baseline,1.0,177,1.5039272,-76.94544
original,baseline,1.0,178,91.063675,146.79266
original,baseline,1.0,179,10.036107,-2.156039
original,baseline,1.0,180,70.52488,-79.86754
original,baseline,1.0,181,147.45337,107.01425
original,baseline,1.0,182,41.49795,-136.26753
original,baseline,1.0,183,130.09991,172.3671
original,baseline,1.0,184,-23.75579,-91.78466
original,baseline,1.0,185,73.64922,45.917164
original,baseline,1.0,186,-134.3354,86.81582
original,baseline,1.0,187,-24.338993,20.028189
original,baseline,1.0,188,-96.279755,-48.418327
original,baseline,1.0,189,-126.81794,54.595432
original,baseline,1.0,190,20.593533,103.17967
original,baseline,1.0,191,179.37062,-104.90909
original,baseline,1.0,192,-142.32858,91.499344
original,baseline,1.0,193,21.171127,-28.84824
original,baseline,1.0,194,14.603227,126.6969
original,baseline,1.0,195,174.5695,108.79796
original,baseline,1.0,196,167.1577,148.54474
original,baseline,1.0,197,88.09798,-114.87113
original,baseline,1.0,198,-110.5478,56.68863
original,baseline,1.0,199,154.9998,-116.184494
original,physics,0.01,0,-94.88966,111.745125
original,physics,0.01,1,-94.242775,113.413445
original,physics,0.01,2,-96.93831,110.390015
original,physics,0.01,3,-99.23976,109.61678
original,physics,0.01,4,-93.613655,112.578964
original,physics,0.01,5,-95.60818,112.44965
original,physics,0.01,6,-94.50219,111.40944
original,physics,0.01,7,-94.30651,112.36896
original,physics,0.01,8,-100.19229,110.707184
original,physics,0.01,9,-90.48744,114.54039
original,physics,0.01,10,-96.55762,111.04435
original,physics,0.01,11,-97.30027,109.58587
original,physics,0.01,12,-92.16913,113.15992
original,physics,0.01,13,-92.96146,111.081604
original,physics,0.01,14,-95.84993,112.92162
original,physics,0.01,15,-95.90593,112.781906
original,physics,0.01,16,-93.95388,112.63284
original,physics,0.01,17,-92.481155,113.7664
