pdb_id,phi,psi,source
synthetic,3.9485,-83.9263,synthetic
synthetic,157.0049,9.5713,synthetic
synthetic,172.3363,37.684,synthetic
synthetic,172.347,46.8398,synthetic
synthetic,167.7163,-175.8069,synthetic
synthetic,173.1937,48.4623,synthetic
synthetic,-64.4808,-52.287,synthetic
synthetic,142.5445,117.2312,synthetic
synthetic,82.6683,-179.498,synthetic
synthetic,-113.4429,118.6471,synthetic
synthetic,-99.9925,25.0481,synthetic
synthetic,76.7794,4.312,synthetic
synthetic,-55.4686,130.9063,synthetic
synthetic,-101.2852,111.573,synthetic
synthetic,-88.2673,-115.373,synthetic
synthetic,-106.686,32.7846,synthetic
synthetic,-100.7022,67.1126,synthetic
synthetic,172.3259,41.4406,synthetic
synthetic,-69.2482,166.4638,synthetic
synthetic,145.0667,154.7662,synthetic
synthetic,-85.8342,132.3812,synthetic
synthetic,68.0485,-146.0773,synthetic
synthetic,-157.7639,-56.625,synthetic
synthetic,136.4002,114.021,synthetic
synthetic,-121.8872,-8.7667,synthetic
synthetic,145.4515,-152.3205,synthetic
synthetic,122.7093,6.5767,synthetic
synthetic,-29.2762,-172.3821,synthetic
synthetic,-65.6886,169.5143,synthetic
synthetic,87.6206,-178.1406,synthetic
synthetic,-41.9046,-178.6823,synthetic
synthetic,-127.6207,0.6616,synthetic
synthetic,-95.4415,-173.0735,synthetic
synthetic,-90.857,8.883,synthetic
synthetic,168.2356,159.2374,synthetic
synthetic,-37.8318,73.0984,synthetic
synthetic,134.9425,167.7046,synthetic
synthetic,161.0098,-53.4469,synthetic
synthetic,-177.5839,-32.8633,synthetic
synthetic,58.0563,57.5075,synthetic
synthetic,82.7459,-177.8729,synthetic
synthetic,150.7569,-54.3879,synthetic
synthetic,148.2005,-51.0402,synthetic
synthetic,-102.7632,-11.867,synthetic
synthetic,-109.863,103.2587,synthetic
synthetic,-118.7525,-144.0093,synthetic
synthetic,-176.4011,163.655,synthetic
synthetic,-32.1094,77.2114,synthetic
synthetic,144.8564,-158.6616,synthetic
synthetic,168.7542,-178.1467,synthetic
synthetic,-152.1062,35.4516,synthetic
synthetic,-86.5885,55.1229,synthetic
synthetic,77.5942,5.767,synthetic
synthetic,-9.0829,-12.0435,synthetic
synthetic,154.1297,5.8045,synthetic
synthetic,-15.0989,-5.2345,synthetic
synthetic,-137.2406,-51.4615,synthetic
synthetic,53.9495,56.6708,synthetic
synthetic,156.9823,-57.1387,synthetic
synthetic,173.0609,-173.5014,synthetic
synthetic,64.4552,151.4498,synthetic
synthetic,-118.665,33.0737,synthetic
synthetic,-91.7406,-127.3204,synthetic
synthetic,-57.2279,-34.5977,synthetic
synthetic,175.1646,38.2055,synthetic
synthetic,79.6091,-131.6917,synthetic
synthetic,-142.7885,150.4371,synthetic
synthetic,171.5132,43.6444,synthetic
synthetic,-94.6913,155.55,synthetic
synthetic,141.6627,-158.7953,synthetic
synthetic,-159.923,-176.2886,synthetic
synthetic,-106.5072,24.6422,synthetic
synthetic,-84.6266,-121.1923,synthetic
synthetic,-78.4211,-39.5167,synthetic
synthetic,-155.3325,36.2839,synthetic
synthetic,102.9734,-11.7845,synthetic
synthetic,-92.3688,-122.1189,synthetic
synthetic,149.8257,153.4938,synthetic
synthetic,-140.5291,132.3691,synthetic
synthetic,-178.7483,41.5349,synthetic
synthetic,-122.4392,147.9944,synthetic
synthetic,-97.2289,148.3306,synthetic
synthetic,83.3132,-1.7234,synthetic
synthetic,-26.0302,-169.5326,synthetic
synthetic,-92.1292,-115.8061,synthetic
synthetic,-65.902,142.8453,synthetic
synthetic,118.9817,124.8388,synthetic
synthetic,151.9217,-53.2394,synthetic
synthetic,124.5994,9.1093,synthetic
synthetic,175.6136,153.5006,synthetic
synthetic,176.7711,179.7404,synthetic
synthetic,127.8974,-46.7698,synthetic
synthetic,-33.693,76.7385,synthetic
synthetic,52.2803,66.4436,synthetic
synthetic,177.5799,-33.4012,synthetic
synthetic,-135.4472,77.9386,synthetic
synthetic,-44.6557,-162.7175,synthetic
synthetic,-142.6342,168.5267,synthetic
synthetic,47.9621,52.2641,synthetic
synthetic,-113.0043,140.9176,synthetic
synthetic,-179.0308,163.8385,synthetic
synthetic,-30.5069,158.541,synthetic
synthetic,-177.7047,169.1892,synthetic
synthetic,-123.9652,-130.7545,synthetic
synthetic,169.1269,-175.94,synthetic
synthetic,175.3112,37.0383,synthetic
synthetic,110.5424,-72.8377,synthetic
synthetic,140.6473,116.559,synthetic
synthetic,-25.9764,-171.6403,synthetic
synthetic,161.4839,-169.7441,synthetic
synthetic,-159.8386,-51.4235,synthetic
synthetic,164.0174,-57.1259,synthetic
synthetic,122.5466,-78.0468,synthetic
synthetic,178.6467,-31.442,synthetic
synthetic,163.6686,-173.7363,synthetic
synthetic,125.142,9.0683,synthetic
synthetic,-152.3694,-62.0655,synthetic
synthetic,-121.4392,154.2113,synthetic
synthetic,-29.3589,-175.6718,synthetic
synthetic,85.7394,-156.9691,synthetic
synthetic,60.8634,142.6544,synthetic
synthetic,-159.3057,-174.2062,synthetic
synthetic,-178.1348,167.4747,synthetic
synthetic,115.3056,-76.5724,synthetic
synthetic,-157.2366,73.9253,synthetic
synthetic,84.7234,178.8179,synthetic
synthetic,100.9884,108.3002,synthetic
synthetic,-164.4978,162.641,synthetic
synthetic,105.7447,105.4145,synthetic
synthetic,-105.3769,170.0514,synthetic
synthetic,170.8522,161.8268,synthetic
synthetic,-10.6009,121.6744,synthetic
synthetic,-163.7572,-175.9011,synthetic
synthetic,172.2313,38.9899,synthetic
synthetic,-164.7324,-173.6845,synthetic
synthetic,86.1796,176.6578,synthetic
synthetic,56.161,52.1482,synthetic
synthetic,66.7485,126.0621,synthetic
synthetic,-39.0386,132.0592,synthetic
synthetic,84.4106,-163.6474,synthetic
synthetic,-156.6549,153.6796,synthetic
synthetic,144.483,-162.0354,synthetic
synthetic,-105.0356,153.2999,synthetic
synthetic,79.8698,-69.7919,synthetic
synthetic,101.6785,115.5375,synthetic
synthetic,170.7029,37.9897,synthetic
synthetic,-165.365,-175.2582,synthetic
synthetic,-103.4991,101.0233,synthetic
synthetic,85.3748,-65.6031,synthetic
synthetic,141.9462,109.7111,synthetic
synthetic,175.5085,48.7687,synthetic
synthetic,79.0219,-138.8693,synthetic
synthetic,-160.7678,-49.2928,synthetic
synthetic,-98.9346,-170.17,synthetic
synthetic,-171.1463,157.7829,synthetic
synthetic,-64.9715,151.0876,synthetic
synthetic,-102.6138,-173.7941,synthetic
synthetic,156.0867,-54.4353,synthetic
synthetic,-42.7011,-9.8016,synthetic
synthetic,152.043,-54.1319,synthetic
synthetic,89.2984,-175.7877,synthetic
synthetic,-141.7459,-85.0876,synthetic
synthetic,-130.863,-56.8259,synthetic
synthetic,-145.4264,-174.6864,synthetic
synthetic,63.2707,-146.3206,synthetic
synthetic,109.6334,7.5931,synthetic
synthetic,-63.965,148.7844,synthetic
synthetic,137.586,-158.2263,synthetic
synthetic,81.0238,-64.8768,synthetic
synthetic,-32.2738,-172.1096,synthetic
synthetic,-122.6293,-28.2857,synthetic
synthetic,-143.5794,23.9551,synthetic
synthetic,-32.4072,-172.0335,synthetic
synthetic,-145.9402,152.7551,synthetic
synthetic,171.0396,179.4781,synthetic
synthetic,-118.4127,127.2167,synthetic
synthetic,-99.007,-10.0404,synthetic
synthetic,-101.9166,107.9235,synthetic
synthetic,127.4131,164.3714,synthetic
synthetic,-45.8062,142.4603,synthetic
synthetic,-59.1107,-96.7556,synthetic
synthetic,176.1456,-173.8205,synthetic
synthetic,126.9636,-48.2261,synthetic
synthetic,-101.8938,156.7283,synthetic
synthetic,-128.287,-129.4963,synthetic
synthetic,173.5404,177.9222,synthetic
synthetic,158.9632,12.0497,synthetic
synthetic,-107.6689,99.3888,synthetic
synthetic,-93.3095,47.6705,synthetic
synthetic,78.1215,-132.9063,synthetic
synthetic,79.7609,-68.1241,synthetic
synthetic,-95.9578,50.1503,synthetic
synthetic,78.7558,-132.8871,synthetic
synthetic,-168.2664,-179.9781,synthetic
synthetic,-86.5218,122.9549,synthetic
synthetic,81.1463,-128.9913,synthetic
synthetic,-127.1035,-1.9211,synthetic
synthetic,-161.4246,76.4384,synthetic
synthetic,149.3492,164.3828,synthetic
synthetic,-58.9438,-44.7636,synthetic
synthetic,30.1634,64.1653,synthetic
synthetic,170.5505,169.0003,synthetic
synthetic,-121.851,139.3706,synthetic
synthetic,-91.0143,115.5486,synthetic
synthetic,170.4665,-179.7588,synthetic
synthetic,175.5099,-34.9494,synthetic
synthetic,81.6221,30.7648,synthetic
synthetic,-28.1577,-175.3836,synthetic
synthetic,117.1744,121.8069,synthetic
synthetic,-46.2834,-175.6632,synthetic
synthetic,79.1934,156.7941,synthetic
synthetic,-172.9244,176.0317,synthetic
synthetic,130.0317,18.0729,synthetic
synthetic,140.3374,110.2417,synthetic
synthetic,179.3706,42.839,synthetic
synthetic,-36.9102,-120.3891,synthetic
synthetic,-91.3412,-118.9078,synthetic
synthetic,-55.9131,150.2519,synthetic
synthetic,-93.9025,-57.4937,synthetic
synthetic,75.795,-5.9037,synthetic
synthetic,-159.3325,73.5056,synthetic
synthetic,-37.8776,73.2402,synthetic
synthetic,176.1938,-33.9767,synthetic
synthetic,149.647,-52.1335,synthetic
synthetic,154.1098,10.5066,synthetic
synthetic,-165.4311,83.5073,synthetic
synthetic,127.3854,-48.3825,synthetic
synthetic,165.0779,-175.4939,synthetic
synthetic,-95.3737,47.7476,synthetic
synthetic,174.1447,153.3279,synthetic
synthetic,-37.9902,-62.6536,synthetic
synthetic,67.5032,140.8488,synthetic
synthetic,84.3231,-176.8451,synthetic
synthetic,148.9306,154.1067,synthetic
synthetic,139.2169,117.0518,synthetic
synthetic,168.616,39.4868,synthetic
synthetic,111.6866,155.6639,synthetic
synthetic,140.7759,110.7973,synthetic
synthetic,-118.3776,-170.7106,synthetic
synthetic,161.8369,-173.9443,synthetic
synthetic,-80.0796,-8.7339,synthetic
synthetic,174.9152,-177.7495,synthetic
synthetic,3.0281,-80.8654,synthetic
synthetic,155.2448,-53.0915,synthetic
synthetic,-95.0452,-9.7727,synthetic
synthetic,-167.4818,-169.7333,synthetic
synthetic,140.4357,108.6292,synthetic
synthetic,-91.3157,-117.8537,synthetic
synthetic,56.058,63.857,synthetic
synthetic,57.6852,-142.0381,synthetic
synthetic,173.5573,41.6861,synthetic
synthetic,-140.4142,-90.1568,synthetic
synthetic,46.3505,57.6143,synthetic
synthetic,168.8151,165.5291,synthetic
synthetic,-87.4379,-124.8936,synthetic
synthetic,57.1597,54.9651,synthetic
synthetic,-29.4393,-178.1658,synthetic
synthetic,177.4016,48.8577,synthetic
synthetic,-165.1747,-172.4047,synthetic
synthetic,-9.3249,121.563,synthetic
synthetic,172.2632,-178.3437,synthetic
synthetic,-109.7439,-176.7723,synthetic
synthetic,-28.4469,-170.2563,synthetic
synthetic,156.7078,-56.4958,synthetic
synthetic,79.9257,16.6954,synthetic
synthetic,-177.8912,84.339,synthetic
synthetic,-99.0268,126.2255,synthetic
synthetic,-168.5084,-179.2919,synthetic
synthetic,-116.8541,113.1219,synthetic
synthetic,150.1399,-52.2554,synthetic
synthetic,-103.0305,-0.5091,synthetic
synthetic,-131.829,-54.6555,synthetic
synthetic,164.086,-176.8646,synthetic
synthetic,-139.1065,37.0687,synthetic
synthetic,179.7235,-31.6253,synthetic
synthetic,117.2935,-78.7887,synthetic
synthetic,114.9299,120.703,synthetic
synthetic,85.3699,-157.6478,synthetic
synthetic,-94.5999,-121.8287,synthetic
synthetic,79.2722,-70.3702,synthetic
synthetic,-162.9237,-177.5052,synthetic
synthetic,173.5923,152.2453,synthetic
synthetic,156.1405,-52.5354,synthetic
synthetic,144.896,-152.1374,synthetic
synthetic,81.4423,-179.1962,synthetic
synthetic,-141.2535,-81.8607,synthetic
synthetic,155.3323,10.0515,synthetic
synthetic,-68.5402,-40.7494,synthetic
synthetic,153.2773,13.0599,synthetic
synthetic,-57.6596,146.7726,synthetic
synthetic,169.4366,45.9649,synthetic
synthetic,87.9766,-174.5525,synthetic
synthetic,-102.5156,163.9151,synthetic
synthetic,81.1022,-179.2374,synthetic
synthetic,-72.182,-19.6741,synthetic
synthetic,-38.9234,124.9694,synthetic
synthetic,-115.7398,116.4781,synthetic
synthetic,-153.4206,80.5898,synthetic
synthetic,-27.2281,139.0592,synthetic
synthetic,-125.2088,-132.3746,synthetic
synthetic,-55.6771,144.8091,synthetic
synthetic,133.9448,168.4802,synthetic
synthetic,83.1954,-59.1292,synthetic
synthetic,-85.5407,-120.0267,synthetic
synthetic,-57.5302,29.3394,synthetic
synthetic,-164.4968,-176.5035,synthetic
synthetic,106.1417,-10.4803,synthetic
synthetic,175.7432,169.6232,synthetic
synthetic,-38.2636,-61.3233,synthetic
synthetic,62.0086,25.2015,synthetic
synthetic,174.7322,-177.6196,synthetic
synthetic,53.8974,47.7245,synthetic
synthetic,57.6173,48.1139,synthetic
synthetic,140.766,111.3872,synthetic
synthetic,-90.1438,-127.093,synthetic
synthetic,168.3986,179.3942,synthetic
synthetic,156.024,-48.8272,synthetic
synthetic,178.9857,-33.4744,synthetic
synthetic,-132.1087,-17.4494,synthetic
synthetic,-82.0468,124.0543,synthetic
synthetic,-26.619,-171.963,synthetic
synthetic,-130.7744,-59.1295,synthetic
synthetic,161.6564,-51.2143,synthetic
synthetic,135.6956,-159.4736,synthetic
synthetic,79.2808,-131.728,synthetic
synthetic,-125.8741,106.0265,synthetic
synthetic,-120.9124,-173.926,synthetic
synthetic,-71.553,158.0296,synthetic
synthetic,-63.5856,-43.1427,synthetic
synthetic,-156.4685,-51.954,synthetic
synthetic,89.3101,-171.807,synthetic
synthetic,174.4487,37.2699,synthetic
synthetic,175.6766,166.9285,synthetic
synthetic,-170.6936,-175.0244,synthetic
synthetic,82.9883,-162.0146,synthetic
synthetic,100.838,110.6717,synthetic
synthetic,-68.4327,145.8138,synthetic
synthetic,-170.1808,176.6847,synthetic
synthetic,84.643,179.5848,synthetic
synthetic,-93.9083,-174.128,synthetic
synthetic,86.8549,-177.8056,synthetic
synthetic,-73.1657,-19.5311,synthetic
synthetic,-65.3078,-177.5286,synthetic
synthetic,64.8462,-148.9277,synthetic
synthetic,-90.3166,9.2245,synthetic
synthetic,177.646,150.6083,synthetic
synthetic,174.6002,166.5328,synthetic
synthetic,-127.3592,38.297,synthetic
synthetic,-35.5724,119.4227,synthetic
synthetic,-44.8117,-172.3267,synthetic
synthetic,-98.0864,157.9615,synthetic
synthetic,85.7674,-157.7679,synthetic
synthetic,141.8603,111.9144,synthetic
synthetic,110.1607,23.0615,synthetic
synthetic,178.2587,38.6506,synthetic
synthetic,173.5907,38.366,synthetic
synthetic,-114.2546,-12.9213,synthetic
synthetic,-56.6174,114.0758,synthetic
synthetic,141.8715,109.6304,synthetic
synthetic,-161.8706,-52.0434,synthetic
synthetic,-85.9248,122.266,synthetic
synthetic,155.7181,-54.5929,synthetic
synthetic,126.6189,-46.1606,synthetic
synthetic,-115.6249,146.869,synthetic
synthetic,166.0041,-175.1776,synthetic
synthetic,84.5972,-72.4502,synthetic
synthetic,101.0686,110.9817,synthetic
synthetic,159.4018,-55.2968,synthetic
synthetic,-169.0329,-174.9805,synthetic
synthetic,153.6193,6.9604,synthetic
synthetic,1.7716,-83.9677,synthetic
synthetic,-160.854,-170.0497,synthetic
synthetic,89.0833,-60.7193,synthetic
synthetic,49.5972,51.3495,synthetic
synthetic,-117.7248,-10.7357,synthetic
synthetic,61.8198,19.889,synthetic
synthetic,-58.9125,-41.5921,synthetic
synthetic,-177.8691,-34.6712,synthetic
synthetic,105.316,103.7238,synthetic
synthetic,-94.4887,-53.2842,synthetic
synthetic,59.7334,-144.3272,synthetic
synthetic,-106.285,160.8055,synthetic
synthetic,-116.247,4.9699,synthetic
synthetic,-44.5985,-165.592,synthetic
synthetic,-65.116,148.925,synthetic
synthetic,-152.6176,-61.6454,synthetic
synthetic,121.3029,162.0126,synthetic
synthetic,125.3292,5.8015,synthetic
synthetic,-165.4153,75.7405,synthetic
synthetic,-118.0521,-177.0701,synthetic
synthetic,-45.7532,-170.8102,synthetic
synthetic,85.2127,-173.2469,synthetic
synthetic,156.4398,-50.7868,synthetic
synthetic,82.2165,157.765,synthetic
synthetic,-101.778,156.3752,synthetic
synthetic,80.2962,155.3961,synthetic
synthetic,-58.9783,19.0009,synthetic
synthetic,83.8966,-66.5061,synthetic
synthetic,168.5372,-174.879,synthetic
synthetic,-48.3226,172.4917,synthetic
synthetic,-86.9114,151.0636,synthetic
synthetic,83.7495,-69.9251,synthetic
synthetic,171.5817,-176.9565,synthetic
synthetic,108.99,158.6847,synthetic
synthetic,-98.5017,113.4265,synthetic
synthetic,176.7115,166.4909,synthetic
synthetic,93.8824,19.0061,synthetic
synthetic,139.1805,-158.0989,synthetic
synthetic,165.9503,159.8092,synthetic
synthetic,-112.3708,117.9009,synthetic
synthetic,170.2467,158.1015,synthetic
synthetic,77.216,-66.4704,synthetic
synthetic,65.0521,-150.815,synthetic
synthetic,-160.239,-52.4754,synthetic
synthetic,76.9544,14.835,synthetic
synthetic,-119.2208,-28.3917,synthetic
synthetic,-99.3636,-169.6027,synthetic
synthetic,-44.2523,-64.7521,synthetic
synthetic,-166.763,172.4423,synthetic
synthetic,150.9361,168.3516,synthetic
synthetic,-97.2588,152.8074,synthetic
synthetic,-93.8156,45.2889,synthetic
synthetic,-168.4858,-174.1246,synthetic
synthetic,173.2343,178.3714,synthetic
synthetic,-77.6447,173.2638,synthetic
synthetic,-71.3431,-33.0565,synthetic
synthetic,-33.9953,-174.204,synthetic
synthetic,-118.4867,-174.6104,synthetic
synthetic,167.4499,-171.7956,synthetic
synthetic,-30.7423,-170.0879,synthetic
synthetic,175.8153,-176.3158,synthetic
synthetic,178.5492,169.9262,synthetic
synthetic,-24.7603,141.5993,synthetic
synthetic,84.6232,-67.9961,synthetic
synthetic,60.5677,24.7199,synthetic
synthetic,-55.3818,145.5582,synthetic
synthetic,-60.5446,-96.3087,synthetic
synthetic,-179.4341,165.801,synthetic
synthetic,175.1349,41.6206,synthetic
synthetic,177.7414,-35.9822,synthetic
synthetic,86.2057,-66.2632,synthetic
synthetic,-100.5177,-169.8359,synthetic
synthetic,-67.5188,-12.0782,synthetic
synthetic,114.4939,159.4647,synthetic
synthetic,68.7977,19.2443,synthetic
synthetic,-102.2394,98.2282,synthetic
synthetic,-42.658,-73.3383,synthetic
synthetic,107.834,-72.2103,synthetic
synthetic,-159.3379,-52.9802,synthetic
synthetic,179.4564,-31.9116,synthetic
synthetic,-62.1478,-47.1334,synthetic
synthetic,-58.4208,144.8292,synthetic
synthetic,-107.0578,34.2579,synthetic
synthetic,-118.7601,-173.7206,synthetic
synthetic,-37.1963,130.708,synthetic
synthetic,-119.9341,35.0192,synthetic
synthetic,-27.653,-170.0476,synthetic
synthetic,165.7575,-174.2744,synthetic
synthetic,47.6569,64.6506,synthetic
synthetic,-109.8942,110.6436,synthetic
synthetic,112.9826,-77.3992,synthetic
synthetic,-136.1077,163.3491,synthetic
synthetic,166.3135,-172.7278,synthetic
synthetic,83.1805,-173.2518,synthetic
synthetic,68.0315,125.3261,synthetic
synthetic,134.1058,167.261,synthetic
synthetic,111.8676,155.8858,synthetic
synthetic,175.8199,-178.2022,synthetic
synthetic,-164.9405,153.0246,synthetic
synthetic,179.0809,38.245,synthetic
synthetic,83.9421,-157.7787,synthetic
synthetic,-28.5903,-173.6869,synthetic
synthetic,81.7634,-176.9818,synthetic
synthetic,66.4733,23.6033,synthetic
synthetic,-143.6099,-171.89,synthetic
synthetic,126.0822,-50.1381,synthetic
synthetic,173.4887,-176.4288,synthetic
synthetic,-86.1531,-125.0232,synthetic
synthetic,-73.1053,-27.2505,synthetic
synthetic,173.0893,52.7245,synthetic
synthetic,-159.1442,-172.0222,synthetic
synthetic,107.5623,16.3551,synthetic
synthetic,-158.5359,-50.4142,synthetic
synthetic,87.408,-174.3595,synthetic
synthetic,88.6378,178.7223,synthetic
synthetic,116.6696,-73.4782,synthetic
synthetic,-61.1744,161.3063,synthetic
synthetic,177.664,-33.8777,synthetic
synthetic,-169.4629,-176.5581,synthetic
synthetic,76.7065,-136.3339,synthetic
synthetic,61.7507,31.1934,synthetic
synthetic,73.3555,-63.9834,synthetic
synthetic,-61.5727,-95.7985,synthetic
synthetic,-59.8701,128.9295,synthetic
synthetic,-89.4435,-118.715,synthetic
synthetic,75.7379,-66.1177,synthetic
synthetic,-140.1586,35.8776,synthetic
synthetic,-168.7694,-177.7779,synthetic
synthetic,-88.3795,-122.6322,synthetic
synthetic,-64.9133,-28.6882,synthetic
synthetic,171.3982,178.2755,synthetic
synthetic,-118.0408,-175.8411,synthetic
synthetic,165.7081,-175.2617,synthetic
synthetic,83.6047,34.7849,synthetic
synthetic,176.3153,175.9245,synthetic
synthetic,152.6671,-55.0177,synthetic
synthetic,-141.7668,-83.5531,synthetic
synthetic,-158.087,40.3081,synthetic
synthetic,171.437,47.0682,synthetic
synthetic,148.4613,11.5346,synthetic
synthetic,174.8422,176.516,synthetic
synthetic,156.2739,-53.0868,synthetic
synthetic,-31.9827,-168.7455,synthetic
synthetic,-164.7153,-179.103,synthetic
synthetic,164.7863,-172.1413,synthetic
synthetic,86.949,-174.1339,synthetic
synthetic,-150.9335,84.342,synthetic
synthetic,-75.5544,-35.678,synthetic
synthetic,127.0681,9.1305,synthetic
synthetic,-42.4572,-61.6219,synthetic
synthetic,-153.5268,75.7204,synthetic
synthetic,-178.3095,49.4753,synthetic
synthetic,161.4621,-55.2313,synthetic
synthetic,110.045,-70.5072,synthetic
synthetic,84.2648,-177.9576,synthetic
synthetic,-85.2851,-6.6939,synthetic
synthetic,173.8813,39.8533,synthetic
synthetic,169.9927,48.0977,synthetic
synthetic,76.6755,-132.5811,synthetic
synthetic,-158.9666,-52.0021,synthetic
synthetic,-98.8494,-178.5666,synthetic
synthetic,-164.2702,-174.9069,synthetic
synthetic,31.4199,59.2648,synthetic
synthetic,-64.6807,-177.4909,synthetic
synthetic,-54.483,145.238,synthetic
synthetic,-90.6293,-175.7612,synthetic
synthetic,87.2873,-177.3088,synthetic
synthetic,-43.3754,-44.5602,synthetic
synthetic,58.6261,-149.0786,synthetic
synthetic,66.8997,-10.5436,synthetic
synthetic,-32.4632,-168.6975,synthetic
synthetic,-125.4249,141.7722,synthetic
synthetic,176.0353,42.0685,synthetic
synthetic,-162.9682,-171.5139,synthetic
synthetic,65.6652,-150.9771,synthetic
synthetic,-37.9618,-72.125,synthetic
synthetic,-154.1607,-50.7784,synthetic
synthetic,147.0843,155.7862,synthetic
synthetic,-79.2385,129.9082,synthetic
synthetic,-84.264,153.2316,synthetic
synthetic,-69.4529,125.0472,synthetic
synthetic,122.5918,124.3213,synthetic
synthetic,78.3601,-133.9754,synthetic
synthetic,-36.9631,72.8356,synthetic
synthetic,102.0524,-9.7924,synthetic
synthetic,178.9897,170.9037,synthetic
synthetic,63.8813,138.7233,synthetic
synthetic,-155.8186,76.8454,synthetic
synthetic,55.4749,49.0718,synthetic
synthetic,59.0193,27.5159,synthetic
synthetic,78.3242,-67.2014,synthetic
synthetic,142.0424,113.1778,synthetic
synthetic,169.1352,157.4819,synthetic
synthetic,173.7993,148.3178,synthetic
synthetic,142.1021,-157.1299,synthetic
synthetic,-97.8502,-172.2429,synthetic
synthetic,-179.0357,85.3042,synthetic
synthetic,170.4776,45.5134,synthetic
synthetic,100.9605,111.9293,synthetic
synthetic,79.2442,157.1548,synthetic
synthetic,-119.9255,169.4592,synthetic
synthetic,-162.2313,-176.1895,synthetic
synthetic,166.7382,-55.1148,synthetic
synthetic,90.4841,-175.4806,synthetic
synthetic,-139.6037,140.3462,synthetic
synthetic,165.7317,-173.3226,synthetic
synthetic,-128.6776,-8.7114,synthetic
synthetic,176.5698,149.3656,synthetic
synthetic,172.2827,41.2088,synthetic
synthetic,141.3691,112.7025,synthetic
synthetic,-134.9199,70.9229,synthetic
synthetic,155.7456,-55.8424,synthetic
synthetic,-105.8038,156.892,synthetic
synthetic,-128.9904,117.2156,synthetic
synthetic,-83.9745,140.9016,synthetic
synthetic,-125.6438,137.9733,synthetic
synthetic,-99.1708,9.019,synthetic
synthetic,143.2854,112.8108,synthetic
synthetic,112.5468,6.3843,synthetic
synthetic,82.1634,28.2777,synthetic
synthetic,86.3099,-66.4959,synthetic
synthetic,-1.6823,-76.7639,synthetic
synthetic,83.0344,-69.2405,synthetic
synthetic,-173.5552,177.8258,synthetic
synthetic,-98.5228,-169.0421,synthetic
synthetic,174.503,44.0567,synthetic
synthetic,-11.46,-8.6061,synthetic
synthetic,-86.3791,117.4025,synthetic
synthetic,-148.3639,-65.579,synthetic
synthetic,177.8944,41.614,synthetic
synthetic,155.0566,7.2218,synthetic
synthetic,79.9848,-66.9526,synthetic
synthetic,106.5426,-9.0274,synthetic
synthetic,76.1503,2.1063,synthetic
synthetic,-128.1551,38.5735,synthetic
synthetic,-94.2367,156.3674,synthetic
synthetic,-118.4522,5.5068,synthetic
synthetic,-128.972,143.287,synthetic
synthetic,176.9229,43.9154,synthetic
synthetic,-70.0465,-45.0597,synthetic
synthetic,-11.7175,124.7189,synthetic
synthetic,65.473,8.3616,synthetic
synthetic,-62.0232,-36.5841,synthetic
synthetic,-127.0186,-128.5007,synthetic
synthetic,173.8745,165.0463,synthetic
synthetic,-47.583,156.9081,synthetic
synthetic,-42.2274,-61.2526,synthetic
synthetic,77.3343,18.9809,synthetic
synthetic,83.4051,-69.1293,synthetic
synthetic,153.8703,-49.603,synthetic
synthetic,-178.1214,-34.4609,synthetic
synthetic,98.7507,106.5408,synthetic
synthetic,154.3297,-55.6566,synthetic
synthetic,100.9831,-11.8234,synthetic
synthetic,-165.9692,85.0644,synthetic
synthetic,-67.0079,-37.7639,synthetic
synthetic,82.4145,-158.8815,synthetic
synthetic,-42.4295,-11.5087,synthetic
synthetic,104.1377,19.6736,synthetic
synthetic,88.5472,-160.1286,synthetic
synthetic,111.5731,156.6699,synthetic
synthetic,57.4457,44.4492,synthetic
synthetic,-44.4496,123.2445,synthetic
synthetic,123.2405,-49.3745,synthetic
synthetic,162.803,-167.5305,synthetic
synthetic,-179.582,-32.4511,synthetic
synthetic,-102.0479,-169.9726,synthetic
synthetic,-123.4295,-130.0712,synthetic
synthetic,-144.1456,-76.2667,synthetic
synthetic,154.4652,-44.1258,synthetic
synthetic,-159.4482,-49.5861,synthetic
synthetic,-160.7148,76.7739,synthetic
synthetic,86.1328,-67.98,synthetic
synthetic,63.3287,35.9678,synthetic
synthetic,-49.749,-64.4516,synthetic
synthetic,89.3258,-179.0761,synthetic
synthetic,62.7613,140.886,synthetic
synthetic,179.7989,-29.1789,synthetic
synthetic,-95.5447,-174.9172,synthetic
synthetic,84.5863,-65.3824,synthetic
synthetic,-159.9155,-58.4064,synthetic
synthetic,-158.1487,-61.4508,synthetic
synthetic,-165.7692,73.9095,synthetic
synthetic,-174.8252,-33.2377,synthetic
synthetic,27.0225,62.5559,synthetic
synthetic,-179.02,36.6456,synthetic
synthetic,-148.9872,32.1644,synthetic
synthetic,-103.9092,127.5221,synthetic
synthetic,-11.9333,-9.3332,synthetic
synthetic,-85.2642,102.2052,synthetic
synthetic,149.0782,156.3157,synthetic
synthetic,173.7479,37.5283,synthetic
synthetic,132.4507,-49.8657,synthetic
synthetic,58.1866,46.5645,synthetic
synthetic,96.6705,-10.5395,synthetic
synthetic,-120.4536,-30.44,synthetic
synthetic,-73.8402,175.0148,synthetic
synthetic,-70.8184,-2.079,synthetic
synthetic,153.786,2.3754,synthetic
synthetic,166.0536,-171.4747,synthetic
synthetic,63.6957,35.0571,synthetic
synthetic,100.5999,112.3952,synthetic
