pdb_id,phi,psi,source
synthetic,114.9,-75.468,synthetic
synthetic,133.6554,35.3414,synthetic
synthetic,-125.0501,1.0614,synthetic
synthetic,-60.6196,-32.1712,synthetic
synthetic,-79.9924,-16.8619,synthetic
synthetic,33.6977,-97.6427,synthetic
synthetic,-151.5066,142.1756,synthetic
synthetic,-31.5568,-6.5539,synthetic
synthetic,-155.5015,-124.744,synthetic
synthetic,154.3641,-136.8821,synthetic
synthetic,-33.7898,-179.8103,synthetic
synthetic,174.8904,-178.4827,synthetic
synthetic,-30.335,-178.7773,synthetic
synthetic,152.2028,-59.7063,synthetic
synthetic,50.4376,78.6086,synthetic
synthetic,86.674,-157.9164,synthetic
synthetic,-169.0926,-174.8808,synthetic
synthetic,165.3873,177.7119,synthetic
synthetic,58.7636,70.2257,synthetic
synthetic,68.0306,122.3031,synthetic
synthetic,-166.7139,-160.6047,synthetic
synthetic,51.3167,-58.5632,synthetic
synthetic,-177.8642,-36.1972,synthetic
synthetic,173.4461,-159.7882,synthetic
synthetic,179.86,-177.0559,synthetic
synthetic,166.1467,177.2682,synthetic
synthetic,-0.0978,-104.738,synthetic
synthetic,-147.8,159.0781,synthetic
synthetic,-162.3698,75.0664,synthetic
synthetic,-40.0082,-171.9915,synthetic
synthetic,168.8438,40.4328,synthetic
synthetic,87.7968,-178.5955,synthetic
synthetic,-4.0373,-107.4798,synthetic
synthetic,115.7016,-172.2387,synthetic
synthetic,70.733,124.6633,synthetic
synthetic,-135.3015,162.3544,synthetic
synthetic,176.6523,36.0243,synthetic
synthetic,-164.9272,-64.6002,synthetic
synthetic,-128.4011,-106.0508,synthetic
synthetic,57.363,47.6806,synthetic
synthetic,-117.4316,-174.0143,synthetic
synthetic,177.7088,140.4835,synthetic
synthetic,67.8991,126.144,synthetic
synthetic,178.4944,38.8806,synthetic
synthetic,173.9276,-91.6344,synthetic
synthetic,161.8428,-150.1255,synthetic
synthetic,-172.9966,47.4717,synthetic
synthetic,161.3403,-52.5784,synthetic
synthetic,60.7018,52.4856,synthetic
synthetic,-64.8448,152.0228,synthetic
synthetic,179.7334,-92.6375,synthetic
synthetic,-155.4256,-68.7864,synthetic
synthetic,174.3532,142.4225,synthetic
synthetic,160.8857,179.927,synthetic
synthetic,-68.8623,154.5393,synthetic
synthetic,106.5892,175.1205,synthetic
synthetic,-65.0939,129.2746,synthetic
synthetic,-74.8162,176.7707,synthetic
synthetic,-65.0297,-40.4595,synthetic
synthetic,157.352,-54.4861,synthetic
synthetic,-88.2808,-153.1733,synthetic
synthetic,155.3844,-52.6375,synthetic
synthetic,-115.6832,-164.5507,synthetic
synthetic,179.8265,151.0627,synthetic
synthetic,83.4754,-60.6776,synthetic
synthetic,5.2109,100.7594,synthetic
synthetic,-52.5743,-61.0548,synthetic
synthetic,-134.3387,113.5496,synthetic
synthetic,-163.4767,75.3003,synthetic
synthetic,-143.8753,69.3796,synthetic
synthetic,170.0299,-152.3342,synthetic
synthetic,100.0113,-178.4908,synthetic
synthetic,154.6168,163.0028,synthetic
synthetic,-122.9525,84.8017,synthetic
synthetic,171.704,-175.7667,synthetic
synthetic,91.7806,-82.1833,synthetic
synthetic,157.7365,5.962,synthetic
synthetic,56.0218,67.3348,synthetic
synthetic,-0.1296,-8.5123,synthetic
synthetic,177.9669,-95.7688,synthetic
synthetic,-132.125,-61.1976,synthetic
synthetic,-23.6408,-174.5233,synthetic
synthetic,125.1427,-175.609,synthetic
synthetic,175.3818,178.484,synthetic
synthetic,-70.7793,176.6843,synthetic
synthetic,161.078,-177.105,synthetic
synthetic,-126.9029,-104.9392,synthetic
synthetic,-31.9858,-121.1863,synthetic
synthetic,-123.5787,148.6914,synthetic
synthetic,60.6667,-151.558,synthetic
synthetic,-54.0731,-38.0309,synthetic
synthetic,-94.812,-116.3601,synthetic
synthetic,-64.0807,122.9473,synthetic
synthetic,-37.0272,-44.4398,synthetic
synthetic,-122.7242,37.9979,synthetic
synthetic,104.0303,-69.706,synthetic
synthetic,170.0556,146.6543,synthetic
synthetic,142.2759,120.3081,synthetic
synthetic,127.9271,29.7949,synthetic
synthetic,60.3786,-150.3322,synthetic
synthetic,-99.3388,14.9709,synthetic
synthetic,153.6183,-56.7256,synthetic
synthetic,-176.0744,170.8482,synthetic
synthetic,135.2498,37.7452,synthetic
synthetic,156.4598,5.9717,synthetic
synthetic,-57.6019,146.6579,synthetic
synthetic,104.9299,-179.0608,synthetic
synthetic,-110.7202,-173.8108,synthetic
synthetic,75.0495,-138.9624,synthetic
synthetic,40.9859,41.6123,synthetic
synthetic,-126.9254,135.6455,synthetic
synthetic,84.2436,-21.1805,synthetic
synthetic,175.9396,154.2159,synthetic
synthetic,115.2021,-172.6261,synthetic
synthetic,-111.9289,69.7214,synthetic
synthetic,135.3875,146.835,synthetic
synthetic,147.5531,105.4427,synthetic
synthetic,59.0896,-147.3894,synthetic
synthetic,46.3876,-112.2299,synthetic
synthetic,-134.0602,105.016,synthetic
synthetic,-80.2677,153.0257,synthetic
synthetic,-172.3959,87.2993,synthetic
synthetic,-99.2087,110.0478,synthetic
synthetic,154.7697,162.2211,synthetic
synthetic,-139.2876,-80.2067,synthetic
synthetic,175.1271,-93.6264,synthetic
synthetic,178.8153,41.1653,synthetic
synthetic,67.1847,21.9704,synthetic
synthetic,115.8368,9.4459,synthetic
synthetic,-148.8536,74.1062,synthetic
synthetic,-161.0725,44.2045,synthetic
synthetic,-90.4994,83.6085,synthetic
synthetic,102.1584,112.8754,synthetic
synthetic,-9.6393,-7.4621,synthetic
synthetic,177.4821,-96.4346,synthetic
synthetic,37.2154,52.591,synthetic
synthetic,-93.6224,91.8129,synthetic
synthetic,173.5982,4.0199,synthetic
synthetic,-123.1572,-104.7942,synthetic
synthetic,53.3531,-97.0731,synthetic
synthetic,108.9638,-179.9169,synthetic
synthetic,-85.1022,-118.8891,synthetic
synthetic,-120.7322,170.7203,synthetic
synthetic,23.4662,90.4826,synthetic
synthetic,-28.5946,-174.1565,synthetic
synthetic,168.0986,-8.2294,synthetic
synthetic,-179.0036,53.7322,synthetic
synthetic,75.0749,17.0658,synthetic
synthetic,-83.0646,72.9991,synthetic
synthetic,173.3574,-32.3851,synthetic
synthetic,78.7802,96.0593,synthetic
synthetic,47.0096,65.9039,synthetic
synthetic,172.8738,43.6233,synthetic
synthetic,148.5533,159.1964,synthetic
synthetic,-82.352,126.6523,synthetic
synthetic,-125.5833,-60.4167,synthetic
synthetic,-125.3713,-102.7344,synthetic
synthetic,179.0757,-89.7866,synthetic
synthetic,-118.8611,57.7959,synthetic
synthetic,155.3747,6.1733,synthetic
synthetic,-38.8157,-120.6881,synthetic
synthetic,60.7941,140.2936,synthetic
synthetic,-28.5974,-113.8519,synthetic
synthetic,128.3903,113.5548,synthetic
synthetic,-179.5376,147.5861,synthetic
synthetic,129.1868,39.6554,synthetic
synthetic,-84.0498,69.2991,synthetic
synthetic,47.8284,80.9293,synthetic
synthetic,-174.8319,-165.131,synthetic
synthetic,80.1086,-56.9247,synthetic
synthetic,-79.3012,-126.1305,synthetic
synthetic,-149.777,-6.681,synthetic
synthetic,140.405,159.0348,synthetic
synthetic,-127.2477,154.4235,synthetic
synthetic,93.4567,-87.9304,synthetic
synthetic,98.093,112.9431,synthetic
synthetic,62.307,-140.2532,synthetic
synthetic,40.8965,56.8536,synthetic
synthetic,59.4509,136.8819,synthetic
synthetic,-176.873,-91.3851,synthetic
synthetic,134.6563,32.2931,synthetic
synthetic,-84.8218,27.1305,synthetic
synthetic,-147.9282,5.6576,synthetic
synthetic,-13.5074,-9.9717,synthetic
synthetic,179.7957,41.5741,synthetic
synthetic,53.2801,45.5261,synthetic
synthetic,169.8436,-5.558,synthetic
synthetic,176.0949,-41.285,synthetic
synthetic,43.4126,-136.9888,synthetic
synthetic,-149.9624,75.2798,synthetic
synthetic,161.1203,-173.8619,synthetic
synthetic,-149.5689,131.6898,synthetic
synthetic,49.5993,-54.3183,synthetic
synthetic,140.2274,151.6344,synthetic
synthetic,-85.9519,144.0263,synthetic
synthetic,153.2972,7.3979,synthetic
synthetic,-150.5842,-42.9357,synthetic
synthetic,-154.8208,-113.6954,synthetic
synthetic,173.9593,6.3724,synthetic
synthetic,49.5036,-106.9137,synthetic
synthetic,-92.4779,165.0061,synthetic
synthetic,74.7992,-43.2361,synthetic
synthetic,-102.9052,19.4837,synthetic
synthetic,-90.0294,138.1608,synthetic
synthetic,-47.3067,-57.3579,synthetic
synthetic,-119.3612,170.5,synthetic
synthetic,149.3722,-55.5288,synthetic
synthetic,77.7491,-133.8603,synthetic
synthetic,-35.8586,-35.438,synthetic
synthetic,-87.8948,75.4755,synthetic
synthetic,-165.1951,93.3829,synthetic
synthetic,-64.716,-30.0925,synthetic
synthetic,-69.6312,-15.6575,synthetic
synthetic,-174.1306,122.1227,synthetic
synthetic,-44.885,-117.9502,synthetic
synthetic,169.1932,-91.1454,synthetic
synthetic,72.898,146.0801,synthetic
synthetic,175.1324,-85.0116,synthetic
synthetic,-138.9259,18.1784,synthetic
synthetic,-153.8947,-169.9984,synthetic
synthetic,174.5656,142.0882,synthetic
synthetic,62.4139,128.8224,synthetic
synthetic,-76.5263,160.7753,synthetic
synthetic,66.7034,122.6691,synthetic
synthetic,-121.9195,-177.5342,synthetic
synthetic,72.1824,147.3195,synthetic
synthetic,-155.6667,117.653,synthetic
synthetic,117.4164,125.4518,synthetic
synthetic,-178.719,82.8267,synthetic
synthetic,-25.0568,142.9262,synthetic
synthetic,-34.6492,-119.464,synthetic
synthetic,110.195,-177.426,synthetic
synthetic,87.2211,-56.8538,synthetic
synthetic,-31.3012,137.1266,synthetic
synthetic,173.8479,-29.8146,synthetic
synthetic,-55.4582,153.8473,synthetic
synthetic,-150.2138,-9.2426,synthetic
synthetic,-179.7421,144.3611,synthetic
synthetic,-5.1512,-108.5572,synthetic
synthetic,-165.3812,-59.4855,synthetic
synthetic,-7.4652,-107.2316,synthetic
synthetic,138.6194,117.6488,synthetic
synthetic,45.7588,54.1209,synthetic
synthetic,174.655,-14.0652,synthetic
synthetic,-25.1877,137.5902,synthetic
synthetic,-33.0743,72.1878,synthetic
synthetic,41.7408,-54.0301,synthetic
synthetic,-125.285,-127.3869,synthetic
synthetic,79.6883,-51.5848,synthetic
synthetic,-30.9577,-121.8521,synthetic
synthetic,-55.3716,83.8338,synthetic
synthetic,-148.5046,101.1644,synthetic
synthetic,-25.758,-166.726,synthetic
synthetic,177.5551,151.3785,synthetic
synthetic,-23.9562,77.5626,synthetic
synthetic,59.2585,-150.4418,synthetic
synthetic,88.3465,-159.0456,synthetic
synthetic,176.6078,90.0062,synthetic
synthetic,148.4606,165.2537,synthetic
synthetic,-171.7522,-133.262,synthetic
synthetic,-28.949,-175.4549,synthetic
synthetic,179.4447,-100.97,synthetic
synthetic,109.2257,179.3282,synthetic
synthetic,-111.8682,140.4907,synthetic
synthetic,-141.5825,113.3311,synthetic
synthetic,140.6785,118.2604,synthetic
synthetic,174.8325,38.4443,synthetic
synthetic,43.9569,-97.8506,synthetic
synthetic,53.4831,43.3993,synthetic
synthetic,-81.2265,99.7347,synthetic
synthetic,-24.6069,179.2434,synthetic
synthetic,106.2148,35.4934,synthetic
synthetic,-88.3531,-38.5357,synthetic
synthetic,-177.2601,-36.136,synthetic
synthetic,153.0032,-58.8902,synthetic
synthetic,135.3719,-151.3247,synthetic
synthetic,-168.8278,55.2402,synthetic
synthetic,-138.7679,154.8422,synthetic
synthetic,171.078,11.7326,synthetic
synthetic,-25.4977,106.2605,synthetic
synthetic,-120.3997,153.7921,synthetic
synthetic,-26.3773,-178.1634,synthetic
synthetic,171.7803,87.4758,synthetic
synthetic,178.2331,-39.1452,synthetic
synthetic,-123.6917,158.0303,synthetic
synthetic,116.8413,-74.1002,synthetic
synthetic,0.0363,-104.3166,synthetic
synthetic,161.954,178.571,synthetic
synthetic,-174.9701,147.3615,synthetic
synthetic,132.3922,36.236,synthetic
synthetic,-55.0697,152.7048,synthetic
synthetic,-157.3867,38.2289,synthetic
synthetic,172.3596,-90.719,synthetic
synthetic,-132.2222,-45.0741,synthetic
synthetic,69.4547,-10.4419,synthetic
synthetic,69.5656,134.2626,synthetic
synthetic,-26.8169,-167.191,synthetic
synthetic,178.9885,-96.6123,synthetic
synthetic,-73.8489,77.5861,synthetic
synthetic,54.2702,-45.0303,synthetic
synthetic,-157.3347,-116.4241,synthetic
synthetic,48.7803,-50.8559,synthetic
synthetic,17.0159,-82.8111,synthetic
synthetic,-75.5189,39.8443,synthetic
synthetic,175.77,-179.3445,synthetic
synthetic,-41.8059,-61.7996,synthetic
synthetic,57.9193,-39.4455,synthetic
synthetic,-133.6797,-78.216,synthetic
synthetic,121.3191,-175.6045,synthetic
synthetic,68.329,5.9755,synthetic
synthetic,-176.7104,81.6568,synthetic
synthetic,101.8187,103.6141,synthetic
synthetic,62.3657,-91.7263,synthetic
synthetic,-63.3325,143.1169,synthetic
synthetic,-150.8474,174.4621,synthetic
synthetic,86.1686,-165.1918,synthetic
synthetic,138.933,-155.2548,synthetic
synthetic,176.9448,179.8092,synthetic
synthetic,176.5448,-96.0293,synthetic
synthetic,59.4115,-88.123,synthetic
synthetic,-79.2991,-120.7176,synthetic
synthetic,65.6203,118.4966,synthetic
synthetic,91.7309,167.9546,synthetic
synthetic,58.8252,18.9035,synthetic
synthetic,-179.1298,51.0255,synthetic
synthetic,-176.0696,-40.1248,synthetic
synthetic,135.639,32.5934,synthetic
synthetic,-110.6276,-20.9921,synthetic
synthetic,179.7312,92.4398,synthetic
synthetic,-54.3111,168.9666,synthetic
synthetic,77.551,154.3318,synthetic
synthetic,118.289,-176.1066,synthetic
synthetic,37.997,-98.1193,synthetic
synthetic,-117.8607,114.0439,synthetic
synthetic,-178.4696,-98.5647,synthetic
synthetic,-117.75,151.0516,synthetic
synthetic,4.9483,98.4905,synthetic
synthetic,66.6434,-159.6691,synthetic
synthetic,35.7929,-104.184,synthetic
synthetic,115.612,-74.7917,synthetic
synthetic,142.4475,116.3858,synthetic
synthetic,-70.7095,-54.3262,synthetic
synthetic,-149.882,136.8988,synthetic
synthetic,80.7786,-66.5168,synthetic
synthetic,43.7858,-55.7009,synthetic
synthetic,178.4184,33.3042,synthetic
synthetic,-19.5907,-171.4101,synthetic
synthetic,-100.6006,26.6569,synthetic
synthetic,-159.2869,-63.8641,synthetic
synthetic,64.0288,-153.3069,synthetic
synthetic,58.7436,141.3832,synthetic
synthetic,58.1362,-151.6504,synthetic
synthetic,75.7989,16.9948,synthetic
synthetic,-111.3248,-166.8463,synthetic
synthetic,106.1014,-179.5509,synthetic
synthetic,24.6482,59.2792,synthetic
synthetic,-66.8533,-173.4919,synthetic
synthetic,-154.1386,-7.2632,synthetic
synthetic,68.0336,126.881,synthetic
synthetic,53.809,-120.3497,synthetic
synthetic,-138.2294,-69.602,synthetic
synthetic,-158.3541,178.5824,synthetic
synthetic,-4.4821,-9.1545,synthetic
synthetic,150.3615,104.5637,synthetic
synthetic,50.2089,49.9568,synthetic
synthetic,175.0625,34.9737,synthetic
synthetic,-76.6611,155.5274,synthetic
synthetic,-158.6863,-123.1325,synthetic
synthetic,168.6365,-174.1825,synthetic
synthetic,144.7964,153.5603,synthetic
synthetic,178.2668,171.3683,synthetic
synthetic,-96.7329,11.9116,synthetic
synthetic,87.905,-9.8835,synthetic
synthetic,44.8637,-132.3713,synthetic
synthetic,68.3058,-150.1845,synthetic
synthetic,-70.7942,-121.7546,synthetic
synthetic,-156.2847,35.4129,synthetic
synthetic,-30.5078,69.6877,synthetic
synthetic,38.3993,56.7942,synthetic
synthetic,177.9799,-95.6285,synthetic
synthetic,45.3826,-108.6848,synthetic
synthetic,167.2007,-172.6919,synthetic
synthetic,56.7416,144.0175,synthetic
synthetic,-75.2642,-150.8314,synthetic
synthetic,-29.8346,-179.2782,synthetic
synthetic,110.2125,171.4112,synthetic
synthetic,-109.1098,-151.1413,synthetic
synthetic,-81.9955,-175.8146,synthetic
synthetic,-144.7263,-73.1897,synthetic
synthetic,-136.7283,21.66,synthetic
synthetic,-78.0158,152.8775,synthetic
synthetic,90.3748,-158.8254,synthetic
synthetic,116.2896,-83.2188,synthetic
synthetic,-171.7256,48.6467,synthetic
synthetic,-66.4364,145.7188,synthetic
synthetic,-117.4297,-127.0674,synthetic
synthetic,168.984,-153.0511,synthetic
synthetic,63.8849,50.3399,synthetic
synthetic,53.3477,-137.3858,synthetic
synthetic,178.7756,-100.7842,synthetic
synthetic,-152.2027,2.262,synthetic
synthetic,-37.9705,-71.9568,synthetic
synthetic,47.4526,45.8985,synthetic
synthetic,-132.6603,167.9791,synthetic
synthetic,-74.2065,99.3758,synthetic
synthetic,178.1955,-95.3181,synthetic
synthetic,130.6353,13.8564,synthetic
synthetic,-27.4072,179.5008,synthetic
synthetic,-24.6964,142.5271,synthetic
synthetic,179.0263,177.4624,synthetic
synthetic,113.0014,175.5534,synthetic
synthetic,81.2657,9.8026,synthetic
synthetic,-41.2503,-66.3662,synthetic
synthetic,-91.0645,88.628,synthetic
synthetic,67.9688,-93.6905,synthetic
synthetic,139.9911,115.8972,synthetic
synthetic,9.3955,-83.4581,synthetic
synthetic,-179.8211,-93.7448,synthetic
synthetic,-27.553,-167.9872,synthetic
synthetic,-61.1784,-35.277,synthetic
synthetic,-52.9927,-44.0049,synthetic
synthetic,-132.3297,-172.5132,synthetic
synthetic,178.7868,-34.9475,synthetic
synthetic,-84.6737,-119.487,synthetic
synthetic,79.1623,91.2014,synthetic
synthetic,-116.0363,153.0515,synthetic
synthetic,-147.0319,-175.0555,synthetic
synthetic,66.2659,-156.0935,synthetic
synthetic,85.4164,-179.5423,synthetic
synthetic,-130.0269,-104.9729,synthetic
synthetic,177.502,-92.808,synthetic
synthetic,-126.1073,37.9588,synthetic
synthetic,155.4182,-134.3774,synthetic
synthetic,-143.0655,-177.2869,synthetic
synthetic,100.9406,-13.9976,synthetic
synthetic,-156.1881,34.4333,synthetic
synthetic,178.3747,83.5888,synthetic
synthetic,-113.065,-173.2475,synthetic
synthetic,63.1506,-99.031,synthetic
synthetic,-123.3199,-110.4089,synthetic
synthetic,178.6715,-32.9147,synthetic
synthetic,-95.4869,5.8357,synthetic
synthetic,-31.0559,-175.1581,synthetic
synthetic,-25.0718,-173.1309,synthetic
synthetic,-154.5852,-42.9138,synthetic
synthetic,-104.0345,142.0244,synthetic
synthetic,-140.2572,68.4747,synthetic
synthetic,-68.0886,-31.7162,synthetic
synthetic,75.9535,-58.2405,synthetic
synthetic,173.5334,175.7946,synthetic
synthetic,-167.2909,-168.8416,synthetic
synthetic,42.2826,61.0627,synthetic
synthetic,176.5062,90.7796,synthetic
synthetic,13.3904,-89.0271,synthetic
synthetic,71.3294,32.9786,synthetic
synthetic,177.1197,41.0642,synthetic
synthetic,179.7707,90.0217,synthetic
synthetic,48.224,-50.4257,synthetic
synthetic,-108.5822,-177.9539,synthetic
synthetic,76.024,149.5823,synthetic
synthetic,175.1086,-97.4235,synthetic
synthetic,139.5364,121.1227,synthetic
synthetic,49.1859,-134.7379,synthetic
synthetic,87.8685,22.227,synthetic
synthetic,94.0626,-81.1211,synthetic
synthetic,179.5448,-35.236,synthetic
synthetic,-111.3887,166.6681,synthetic
synthetic,85.9055,153.3036,synthetic
synthetic,84.762,-62.5205,synthetic
synthetic,-154.3743,164.321,synthetic
synthetic,-88.2467,6.9156,synthetic
synthetic,-80.4022,-32.2667,synthetic
synthetic,-7.5451,-10.0035,synthetic
synthetic,-89.0223,83.3796,synthetic
synthetic,-16.691,-14.233,synthetic
synthetic,-131.6812,112.9526,synthetic
synthetic,57.8625,3.9135,synthetic
synthetic,-156.7613,-119.9987,synthetic
synthetic,178.2634,86.8203,synthetic
synthetic,61.7443,87.3404,synthetic
synthetic,-96.5986,-4.9928,synthetic
synthetic,-153.3384,177.8085,synthetic
synthetic,112.035,-174.6963,synthetic
synthetic,-71.8747,150.5193,synthetic
synthetic,-121.5353,9.3414,synthetic
synthetic,165.1077,-171.9815,synthetic
synthetic,153.2687,-55.1481,synthetic
synthetic,59.7485,143.0778,synthetic
synthetic,177.1716,89.6793,synthetic
synthetic,165.5675,-8.9628,synthetic
synthetic,4.8731,102.8969,synthetic
synthetic,-27.3122,-113.976,synthetic
synthetic,-136.4394,-76.3886,synthetic
synthetic,-66.0197,130.4844,synthetic
synthetic,-71.2092,135.1998,synthetic
synthetic,-113.0077,61.1466,synthetic
synthetic,116.2585,-76.5027,synthetic
synthetic,80.9287,-179.2878,synthetic
synthetic,47.5765,55.4868,synthetic
synthetic,-159.743,-56.4481,synthetic
synthetic,78.3648,-154.1801,synthetic
synthetic,157.6231,177.872,synthetic
synthetic,-156.1407,-46.1686,synthetic
synthetic,107.0338,-16.9097,synthetic
synthetic,-119.5207,-18.2592,synthetic
synthetic,-170.2674,-166.6346,synthetic
synthetic,160.5135,-166.733,synthetic
synthetic,-158.0422,-128.0317,synthetic
synthetic,-178.738,-99.0446,synthetic
synthetic,55.4277,45.6397,synthetic
synthetic,-101.5861,-140.4343,synthetic
synthetic,-161.0086,31.3108,synthetic
synthetic,9.8218,95.7891,synthetic
synthetic,41.61,-55.848,synthetic
synthetic,128.2379,34.5645,synthetic
synthetic,-165.1718,162.8657,synthetic
synthetic,-168.7039,-126.1116,synthetic
synthetic,-119.3592,-50.2226,synthetic
synthetic,-13.6854,-4.3116,synthetic
synthetic,161.3805,-166.423,synthetic
synthetic,74.4468,-15.7655,synthetic
synthetic,-172.6299,53.0375,synthetic
synthetic,36.372,75.4862,synthetic
synthetic,-175.8686,49.6607,synthetic
synthetic,-71.9416,131.8735,synthetic
synthetic,-30.7598,-119.7453,synthetic
synthetic,56.4998,-86.0268,synthetic
synthetic,-142.644,-72.3507,synthetic
synthetic,-33.9417,102.7775,synthetic
synthetic,-93.4057,-118.4468,synthetic
synthetic,-156.3756,-64.6838,synthetic
synthetic,158.769,177.9988,synthetic
synthetic,-178.2833,170.9429,synthetic
synthetic,76.654,170.7082,synthetic
synthetic,-99.3061,13.9524,synthetic
synthetic,177.0592,39.1683,synthetic
synthetic,-28.9515,176.9155,synthetic
synthetic,-79.4637,73.9286,synthetic
synthetic,-122.77,-124.8619,synthetic
synthetic,-176.9503,170.9907,synthetic
synthetic,67.0885,-49.6357,synthetic
synthetic,62.2313,-93.3832,synthetic
synthetic,-92.1931,89.152,synthetic
synthetic,-175.2464,-179.8097,synthetic
synthetic,169.1733,177.5808,synthetic
synthetic,-69.6232,-152.665,synthetic
synthetic,-156.7216,-53.0315,synthetic
synthetic,83.4806,-174.9037,synthetic
synthetic,86.5918,177.7509,synthetic
synthetic,173.3052,40.9322,synthetic
synthetic,-170.2941,-63.0579,synthetic
synthetic,167.7613,7.7265,synthetic
synthetic,-27.0146,-174.8741,synthetic
synthetic,177.6016,39.45,synthetic
synthetic,-36.5543,128.9786,synthetic
synthetic,123.0035,12.9363,synthetic
synthetic,57.3468,20.0586,synthetic
synthetic,82.7455,7.2767,synthetic
synthetic,119.8833,16.1446,synthetic
synthetic,-159.495,-56.4551,synthetic
synthetic,152.0717,4.9604,synthetic
synthetic,58.794,-94.0326,synthetic
synthetic,114.0558,15.3789,synthetic
synthetic,-109.0261,171.5257,synthetic
synthetic,-63.7397,-58.1193,synthetic
synthetic,106.0493,157.1726,synthetic
synthetic,-72.2457,-27.7154,synthetic
synthetic,-94.1284,-120.0675,synthetic
synthetic,-7.2113,-7.1438,synthetic
synthetic,-158.9362,-68.7683,synthetic
synthetic,63.9494,-38.6167,synthetic
synthetic,-95.1709,-50.2001,synthetic
synthetic,156.3918,170.8075,synthetic
synthetic,-151.3204,168.4404,synthetic
synthetic,66.3038,-93.8048,synthetic
synthetic,-1.9232,-111.5975,synthetic
synthetic,-92.5618,90.5996,synthetic
synthetic,143.3805,115.3771,synthetic
synthetic,131.1528,111.9018,synthetic
synthetic,174.1931,44.4457,synthetic
synthetic,-101.7124,-169.548,synthetic
synthetic,61.262,141.7116,synthetic
synthetic,120.7574,-174.2954,synthetic
synthetic,-81.8918,-121.081,synthetic
synthetic,-94.4664,149.0823,synthetic
synthetic,-175.2016,154.1578,synthetic
synthetic,42.1119,-116.4029,synthetic
synthetic,173.1812,46.8893,synthetic
synthetic,-60.7358,113.6484,synthetic
synthetic,45.7116,39.75,synthetic
synthetic,-98.761,70.0121,synthetic
synthetic,85.9481,-157.2381,synthetic
synthetic,-117.8089,-0.8612,synthetic
synthetic,0.1186,-99.7732,synthetic
synthetic,-163.9989,-167.9644,synthetic
synthetic,123.6038,-23.1742,synthetic
synthetic,-166.5824,133.549,synthetic
synthetic,-126.1896,132.1698,synthetic
synthetic,173.3105,-96.0207,synthetic
synthetic,60.4363,51.3522,synthetic
synthetic,-12.9837,-14.0913,synthetic
synthetic,-127.2443,142.0318,synthetic
synthetic,-120.8747,12.8687,synthetic
synthetic,10.5922,-86.5641,synthetic
synthetic,115.55,-72.2439,synthetic
synthetic,89.3871,165.4803,synthetic
synthetic,-61.9741,-9.408,synthetic
synthetic,-179.1749,-88.0062,synthetic
synthetic,-52.2263,-54.9696,synthetic
synthetic,-134.7602,69.487,synthetic
synthetic,-14.5367,-9.3402,synthetic
synthetic,76.8472,-148.7875,synthetic
synthetic,174.285,-179.5879,synthetic
synthetic,-54.103,113.8527,synthetic
synthetic,-173.8548,47.4635,synthetic
synthetic,-111.0443,-173.7475,synthetic
synthetic,81.4385,-15.7185,synthetic
synthetic,-48.5522,-56.3631,synthetic
synthetic,63.318,0.2705,synthetic
synthetic,-7.8255,-7.0942,synthetic
synthetic,75.2129,12.745,synthetic
synthetic,171.0311,178.0563,synthetic
synthetic,-178.5773,-93.4253,synthetic
synthetic,44.867,38.18,synthetic
synthetic,-42.2649,95.8756,synthetic
synthetic,145.6669,151.0406,synthetic
synthetic,-32.3991,120.2052,synthetic
synthetic,115.8023,-175.8224,synthetic
synthetic,-155.1165,35.6554,synthetic
synthetic,-164.5903,154.2018,synthetic
synthetic,-87.6674,-2.6824,synthetic
synthetic,137.6344,151.8185,synthetic
synthetic,-25.7306,-175.8385,synthetic
synthetic,-141.964,-83.2735,synthetic
synthetic,175.9161,-40.8578,synthetic
synthetic,55.1741,140.3509,synthetic
synthetic,-80.5515,163.5738,synthetic
synthetic,172.6166,151.4442,synthetic
synthetic,-139.256,-78.3865,synthetic
synthetic,-26.0079,179.0654,synthetic
synthetic,-12.7326,-16.4489,synthetic
synthetic,-4.827,-106.4476,synthetic
synthetic,-161.309,-65.6253,synthetic
synthetic,161.8334,-177.3828,synthetic
synthetic,-173.8941,84.3237,synthetic
synthetic,-148.2975,-51.5814,synthetic
synthetic,160.236,-50.6637,synthetic
synthetic,167.6499,-1.607,synthetic
synthetic,111.0053,178.7964,synthetic
synthetic,162.7724,-171.7055,synthetic
synthetic,150.9986,170.6972,synthetic
synthetic,-61.9152,-43.3534,synthetic
synthetic,-172.5432,83.2417,synthetic
synthetic,177.785,82.3902,synthetic
synthetic,121.4267,-18.0579,synthetic
synthetic,66.7702,-148.126,synthetic
synthetic,49.464,-52.01,synthetic
synthetic,167.9066,145.2298,synthetic
synthetic,19.4438,93.5232,synthetic
synthetic,175.0181,-32.5435,synthetic
synthetic,-110.7837,164.9967,synthetic
synthetic,63.4664,-155.7869,synthetic
synthetic,135.8529,153.248,synthetic
synthetic,115.0501,177.0077,synthetic
synthetic,-64.719,118.3324,synthetic
synthetic,177.0934,92.3565,synthetic
synthetic,-171.3144,-175.4172,synthetic
synthetic,147.9764,-57.163,synthetic
synthetic,78.4146,89.6076,synthetic
synthetic,-157.1731,46.836,synthetic
synthetic,-64.271,-36.8548,synthetic
synthetic,41.9898,-99.3982,synthetic
synthetic,-38.59,118.7765,synthetic
